OBJECTID,CartID,MSAG_Name,FromStreet,ToStreet,Jurisdiction,District,LengthFeet,InstallDate,ProjectName,VendorProjectName,PCI,Comments,ROW_Type,Surface_Type,PavementWidth,SpeedLimit,OneWay,Owner,ROAD_CLASSIFICATION,RoadFunction,MaintenanceResponsibility,Status,SweepingSchedule,Stage,Historical_ID,GoogleMapView,created_date,last_edited_date,GlobalID,Shape_Length
59004,845455,FLOYD CURL,MEDICAL DR,L E FITE DR,San Antonio,8,854.66176,1980-01-01,Unknown,,92.96,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,62,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,845455,http://www.google.com/maps/place/29.51026881N 098.57432554W,2022-11-30 1:11:13,2024-06-23 9:17:37,{69945931-C258-4D91-8123-486417542EE3},854.66176
59107,505294,CENTER ST,N MITTMAN ST,N WALTERS ST,San Antonio,2,727.7706397,1980-01-01,Unknown,,57.9,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,22,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,505294,http://www.google.com/maps/place/29.42220080N 098.45342618W,2022-11-29 20:03:51,2024-06-20 18:01:47,{DBACA986-A804-4FC3-B42B-ED9DC926F47A},727.7706397
59146,502664,N SWISS,E COMMERCE ST,CENTER ST,San Antonio,2,536.0020111,1980-01-01,Unknown,,20.81,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,22,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,502664,http://www.google.com/maps/place/29.42172612N 098.47548655W,2022-11-29 20:46:20,2024-06-23 7:55:02,{7F02B6E2-5D93-4161-9A34-41CCBE72166C},536.0020111
59520,505370,ST GEORGE,PASO HONDO,CENTER ST,San Antonio,2,348.0013969,1980-01-01,Unknown,,99.63,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,22,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,505370,http://www.google.com/maps/place/29.42162868N 098.46256092W,2022-11-29 19:45:06,2024-06-20 18:01:06,{04F26A78-95F4-4219-86E8-5EFFE1605685},348.0013969
59748,502665,N SWISS,CENTER ST,E CROCKETT ST,San Antonio,2,471.2670175,1980-01-01,Unknown,,30.39,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,502665,http://www.google.com/maps/place/29.42311122N 098.47548809W,2022-11-29 21:14:26,2024-06-23 8:21:10,{99C7EF5C-6F7B-469B-BE46-AB8212F926E7},471.2670175
59803,504314,BOXELDER,MEBANE,LINDA LOU DR,San Antonio,3,480.2627773,1980-01-01,Unknown,,65.32,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,26,30,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,504314,http://www.google.com/maps/place/29.37857339N 098.47387841W,2022-11-29 19:27:08,2024-06-24 6:46:27,{A6E54C41-9E4C-4545-AA6E-3657C8502203},480.2627773
60177,416727,CENTERVIEW,WOODCOCK,W PIEDRAS DR,San Antonio,7,682.0102465,1980-01-01,Unknown,,96.11,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,38,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,416727,http://www.google.com/maps/place/29.48791188N 098.57185310W,2022-11-29 21:00:16,2024-06-20 18:03:32,{ED0440AF-3CFC-4206-9FF9-23411FC60B1A},682.0102465
60375,313132,WOODLAKE CENTER,RAILWAY,Dead End,San Antonio,2,631.8333006,1980-01-01,Unknown,,60.07,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,60,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,313132,http://www.google.com/maps/place/29.48541484N 098.35891802W,2022-11-29 21:00:16,2024-06-23 8:05:36,{90E0C523-09D9-45C4-B13E-0BC71E03A2A1},631.8333006
60401,8477796,CENTERPIECE DR,NE LOOP 410 ACCESS RD,CORNERWAY BLVD,San Antonio,2,477.3006511,2000-01-01,Unknown,,75.67,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,44,0,No,San Antonio,1,Local,COSA - Public Works Dept,New,Schedule1,Existing,8477796,http://www.google.com/maps/place/29.44562843N 098.39662085W,2022-11-30 1:44:56,2024-06-23 9:28:14,{225726EB-CF2E-4295-B445-538C6B9CB92D},477.3006511
60958,423424,CANYONWOOD LN,CENTERGROVE,BUTTERFIELD,San Antonio,6,269.2558047,1980-01-01,Unknown,,88.55,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,423424,http://www.google.com/maps/place/29.42846689N 098.62999928W,2022-11-29 21:47:41,2024-06-20 18:05:09,{EAAE2692-1DE9-459E-9843-E2DFB3704241},269.2558047
61427,304094,CENTER GATE DR,LOCKWAY,LOCKGATE,San Antonio,10,313.0025262,1980-01-01,Unknown,,39.28,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,304094,http://www.google.com/maps/place/29.52067322N 098.40608726W,2022-11-29 19:01:06,2024-06-24 16:08:33,{F099E05E-2600-4E90-99A0-A1C605FCEF8A},313.0025261
61845,304095,CENTER GATE DR,LOCKGATE,CUL-DE-SAC,San Antonio,10,559.9641353,1980-01-01,Unknown,,28.51,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,304095,http://www.google.com/maps/place/29.52067172N 098.40482241W,2022-11-29 19:35:57,2024-06-24 16:41:40,{9FA78B4F-E3A6-45B9-87E2-F9CD827360C0},559.9641353
62090,416914,EWING HALSELL,LOUIS PASTEUR,MEDICAL DR,San Antonio,8,797.1805684,1980-01-01,Unknown,,71.14,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,30,No,San Antonio,1,Collector,COSA - Public Works Dept,IMP Complete,Schedule2,Existing,416914,http://www.google.com/maps/place/29.50980205N 098.57052416W,2022-11-29 21:23:51,2024-06-20 18:04:18,{11A8306D-70EF-47E7-A81E-3C1258760573},797.1805684
62347,505031,HOEFGEN AVE,CENTER ST,E COMMERCE ST,San Antonio,2,315.3387999,1980-01-01,Unknown,,59.77,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Nightly,Existing,505031,http://www.google.com/maps/place/29.42205338N 098.47818039W,2022-11-29 21:28:30,2024-06-20 18:04:28,{378D3D05-14C4-41F2-A8E3-90AEEB7DC00E},315.3387999
63007,416917,MEDICAL DR,FLOYD CURL,WURZBACH RD,San Antonio,8,2055.415729,1980-01-01,Unknown,,65.95,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,42,0,Yes,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,416917,http://www.google.com/maps/place/29.50953123N 098.57717081W,2022-11-29 18:56:51,2024-06-24 16:03:15,{80E90E40-48F4-4F21-AF22-3228F8146A78},2055.415729
64058,415949,MEDICAL DR,WURZBACH RD,VON SCHEELE DR,San Antonio,8,1374.172658,1980-01-01,Unknown,,63.46,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,415949,http://www.google.com/maps/place/29.51081223N 098.58231872W,2022-11-29 19:49:38,2024-06-24 7:04:37,{96D9F5B8-CC44-44A8-AAD7-1209D9997B55},1374.172658
64102,210204,LATTIMER POND,ELDERPOND DR,BLUEGRASS POND,San Antonio,6,270.3622654,1980-01-01,Unknown,,60.78,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,32,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,210204,http://www.google.com/maps/place/29.51228986N 098.69874966W,2022-11-29 20:27:43,2024-06-23 7:38:03,{3E5A23F7-F6FC-4157-8190-124F7761716A},270.3622654
64698,425328,BROCKTHORN DR,CHASETHORN DR,PVT RD,San Antonio,8,147.640838,1980-01-01,Wooden Fence separates Woodthorn Sub U-2 from Gated Community,,78.57,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,30,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,425328,http://www.google.com/maps/place/29.56817060N 098.61575522W,2022-11-29 19:35:57,2024-06-24 16:40:57,{3B2DC61B-E5B6-4C29-A272-FF1058D7E7B1},147.640838
65001,505288,CENTER ST,N WALTERS ST,N GRIMES ST,San Antonio,2,753.5281686,1980-01-01,Unknown,,70.52,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,505288,http://www.google.com/maps/place/29.42256736N 098.45110151W,2022-11-29 20:18:05,2024-06-20 18:02:09,{916C096E-90FB-4A81-AD80-220F999274F6},753.5281686
65064,520732,ROGERS CROSSING,TOWN CENTER DR,ROGERS RD,San Antonio,6,419.4843057,1980-01-01,Unknown,,98.34,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,38,35,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,520732,http://www.google.com/maps/place/29.46307743N 098.68809084W,2022-11-29 21:33:13,2024-06-23 8:34:07,{10563DB7-4DD1-4F71-90DC-F3EF0D2668B5},419.4843057
65181,313253,CORNERWAY BLVD,CENTER STONE,CORNER RDG,San Antonio,2,960.7362404,1980-01-01,Unknown,,93.32,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,42,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule1,Existing,313253,http://www.google.com/maps/place/29.44438809N 098.39132830W,2022-11-29 19:45:06,2024-06-23 7:06:01,{205DD5D3-8243-49C2-9C4F-C8BF6502C206},960.7362404
65918,415775,MEDICAL DR,BLUFFCREEK DR,FAIRHAVEN ST,San Antonio,8,961.7618418,1980-01-01,Unknown,,70.48,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,415775,http://www.google.com/maps/place/29.51859563N 098.56165440W,2022-11-29 21:09:45,2024-06-20 18:03:53,{1FE53533-19EB-40DB-B880-5557285EAD16},961.7618418
66011,319090,CENTER POINT RD,TERRA SUMMIT RD,TERRA LOOP RD,San Antonio,10,450.7020814,1980-01-01,Unknown,,85.23,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,319090,http://www.google.com/maps/place/29.54234568N 098.40842353W,2022-11-29 21:14:26,2024-06-23 8:20:33,{0ED64C5C-6B90-439A-9E84-DEFB6B1349BD},450.7020814
66056,312912,INDUSTRY PARK DR,GREATLAND DR,SPACE CENTER DR,San Antonio,2,683.3554168,1980-01-01,Unknown,,99.61,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,38,0,No,San Antonio,1,Collector,COSA - Public Works Dept,TBD,Schedule1,Existing,312912,http://www.google.com/maps/place/29.47352279N 098.40238185W,2022-11-29 18:56:51,2024-06-23 6:19:47,{F22A8D7A-C8D6-4631-B685-F8CBAAEAEBE0},683.3554168
67071,416700,CALLAGHAN RD,MANITOU DR,CENTERVIEW,San Antonio,7,847.8102822,1980-01-01,Unknown,,85.62,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,52,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,416700,http://www.google.com/maps/place/29.48772847N 098.57609681W,2022-11-29 19:49:38,2024-06-24 7:05:41,{B617BADC-CE76-436A-9ADB-485565A476AC},847.8102822
67507,304092,CENTER GATE DR,PERRIN BEITEL,GATECREST ST,San Antonio,10,778.0010886,1980-01-01,Unknown,,18.05,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,30,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,304092,http://www.google.com/maps/place/29.52052720N 098.40975533W,2022-11-29 20:50:56,2024-06-23 7:57:09,{2788B886-FC75-4C4B-92DE-32F441944795},778.0010886
67712,423425,CRESTFIELD,CENTERGROVE,BUTTERFIELD,San Antonio,6,268.2505856,1980-01-01,Unknown,,45.57,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,423425,http://www.google.com/maps/place/29.42845318N 098.62704661W,2022-11-29 21:05:04,2024-06-23 8:12:54,{3DD82E6F-B074-4F19-936C-24E3D52D1613},268.2505856
68195,415805,FAIRHAVEN ST,MEDICAL DR,PVT RD,San Antonio,8,207.8526944,1980-01-01,Unknown,,82.31,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,44,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,415805,http://www.google.com/maps/place/29.51755386N 098.56253508W,2022-11-29 20:18:05,2024-06-20 18:02:07,{9094B2DA-150F-4252-87AC-8123071BB030},207.8526943
68366,845918,INDIAN WOODS,DE ZAVALA RD,LOCKHILL-SELMA RD,San Antonio,8,810.8779496,2016-03-17,"Shavano Retail Center PH II (Indian Woods Extension), Plat # 140356",,70.45,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,30,No,San Antonio,1,Local,COSA - Public Works Dept,Recieved,Schedule1,Existing,845918,http://www.google.com/maps/place/29.57317241N 098.56515628W,2022-11-30 1:11:13,2024-06-23 9:18:28,{B26E8757-8838-4789-8225-3E503BF1EC85},810.8779496
68830,415979,REDWING DR,RICHVIEW,OAKLAND RD,San Antonio,8,1350.761281,2022-06-08,Medical Center Residential Replat and Sub Plat 20-11800279,,96.96,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,415979,http://www.google.com/maps/place/29.52160594N 098.59419323W,2022-11-30 0:49:10,2024-06-20 18:06:11,{F55A61AD-9639-46AF-9C7A-E5A3E9AB7945},1350.761281
69343,504942,S PRESA ST,SCHOOL ST,HANSFORD ST,San Antonio,3,171.6846407,1980-01-01,Unknown,,61.5,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,504942,http://www.google.com/maps/place/29.38904939N 098.47990561W,2022-11-29 21:42:48,2024-06-20 18:05:04,{5626F8D6-ACDB-4299-B111-2EBB7F8F5EE9},171.6846407
69364,518911,MUMFORD PATH,MAJESTIC DR,TELDER PATH,San Antonio,7,260.5028381,1980-01-01,Unknown,,67.01,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,518911,http://www.google.com/maps/place/29.46176363N 098.59416805W,2022-11-29 19:09:44,2024-06-24 16:15:03,{F9027F4D-D17A-47AA-A8B8-F9E24BA8BA72},260.5028381
69410,313252,CORNERWAY BLVD,DIETRICH RD,CENTER STONE,San Antonio,2,779.7326979,1980-01-01,Unknown,,95.66,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,22,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule1,Existing,313252,http://www.google.com/maps/place/29.44245554N 098.38976261W,2022-11-29 21:52:29,2024-06-23 8:50:06,{4B6A70C3-E125-41EF-B875-88BA63EB3E95},779.7326979
69567,846010,BABCOCK RD,MEDICAL DR,LAMB RD,San Antonio,7_8,206.4643531,1980-01-01,Unknown,,73.8,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,43,0,No,San Antonio,1,Principal,COSA - Public Works Dept,IMP Complete,Schedule2,Existing,846010,http://www.google.com/maps/place/29.50962110N 098.59057839W,2022-11-30 1:11:13,2024-06-20 18:06:21,{2AB926CF-7528-4DA3-8328-3FE6D5431D27},206.4643531
70085,501459,CENTER RD,ROAD 1,PVT RD AT 12070 CENTER RD,San Antonio,3,740.8585767,2008-03-25,Unknown,,57.34,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,Reviewed,Schedule1,Existing,501459,http://www.google.com/maps/place/29.30005003N 098.43229172W,2022-11-29 23:28:41,2024-06-23 9:08:33,{E704E590-AD6E-42B7-9BA0-3578B8EE3A26},740.8585767
70664,416726,CENTERVIEW,E PIEDRAS DR,WOODCOCK,San Antonio,7,667.1625906,1980-01-01,Unknown,,86.4,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,38,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,416726,http://www.google.com/maps/place/29.48785144N 098.56973587W,2022-11-29 19:49:38,2024-06-24 7:06:49,{BB663E25-AE55-4BCB-AAAE-8A7CDC4DD02E},667.1625906
70774,845263,MEDICAL DR,MEDICAL DR,FREDERICKSBURG RD,San Antonio,8,601.0343547,1980-01-01,Unknown,,76.01,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,42,0,Yes,San Antonio,1,Minor,COSA - Public Works Dept,Recieved,Schedule2,Existing,845263,http://www.google.com/maps/place/29.51419179N 098.56787014W,2022-11-30 1:11:13,2024-06-20 18:06:20,{23DA88C7-2663-4674-A9B0-43BA69E0A7E7},601.0343547
71493,509967,AT AND T CENTER PKWY,IH 35 N ACCESS RD,BELGIUM,San Antonio,2,1240.94438,1980-01-01,Unknown,,77.84,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,80,40,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,509967,http://www.google.com/maps/place/29.44003811N 098.43668238W,2022-11-29 21:33:13,2024-06-20 18:04:38,{6E93D5DD-C3FB-48AF-AF34-D52E06373684},1240.94438
71523,504941,S PRESA ST,ROCKWOOD,SCHOOL ST,San Antonio,3,44.26999787,1980-01-01,Unknown,,67.17,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,504941,http://www.google.com/maps/place/29.38933644N 098.47999248W,2022-11-29 19:40:29,2024-06-24 6:59:50,{D488EDA6-1E18-4F42-9A5D-4019F51324D4},44.26999787
71944,310291,FRATT RD,VILLAGE VIEW DR,CENTER PARK BLVD,San Antonio,2,224.3113258,1980-01-01,Unknown,,12.36,Pavement width updated based in field reviews. 2/24/23,Street,AC Asphalt Concrete,35.3,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,310291,http://www.google.com/maps/place/29.48775976N 098.39271235W,2022-11-29 19:05:30,2024-06-24 16:12:30,{6B482FC3-8DF0-4638-84D8-052C0B58B926},224.3113258
72042,846041,MEDICAL DR,WURZBACH RD,VON SCHEELE DR,San Antonio,8,1389.731595,1980-01-01,Unknown,,60.72,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,Yes,San Antonio,1,Minor,COSA - Public Works Dept,New,Schedule2,Existing,846041,http://www.google.com/maps/place/29.51090898N 098.58229477W,2022-11-30 1:11:13,2024-06-20 18:06:22,{0FD50191-E7BF-41F4-92B7-793691934B31},1389.731595
72103,505367,ST JAMES,CENTER ST,BEAVER LN,San Antonio,2,156.2550155,1980-01-01,Unknown,,77.8,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,505367,http://www.google.com/maps/place/29.42231234N 098.46407268W,2022-11-29 21:42:48,2024-06-20 18:05:02,{ABC9D6DB-1C67-4C1B-B2DC-201D9AD27629},156.2550155
72318,505418,N WALTERS ST,CENTER ST,CENTER ST,San Antonio,2,130.7557135,1980-01-01,Unknown,,72.94,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,35,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,505418,http://www.google.com/maps/place/29.42238348N 098.45228407W,2022-11-29 20:03:51,2024-06-20 18:01:40,{CDFCC2F1-F26C-4EF2-B3A3-41D38E97611E},130.7557135
72668,8477793,CORNERWAY BLVD,CENTERPIECE DR,CORNER PKWY,San Antonio,2,558.1515993,1980-01-01,Unknown,,95.13,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Minor,COSA - Public Works Dept,New,Schedule1,Existing,8477793,http://www.google.com/maps/place/29.44841396N 098.39546469W,2022-11-29 18:52:33,2024-06-24 15:59:03,{F30FE226-A128-42DD-9749-BA421A38D663},558.1515993
72673,210200,ELDERPOND DR,CITY LIMITS,LATTIMER POND,San Antonio,6,369.0828907,1980-01-01,Unknown,,67.41,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,210200,http://www.google.com/maps/place/29.51216072N 098.69945271W,2022-11-29 19:35:57,2024-06-24 16:39:55,{9ABA5878-6D70-4D52-9DC3-60768BB836A1},369.0828907
72712,845261,MEDICAL DR,FREDERICKSBURG RD,EWING HALSELL,San Antonio,8,1144.191242,1980-01-01,Unknown,,73.89,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,42,30,No,San Antonio,1,Minor,COSA - Public Works Dept,Recieved,Schedule2,Existing,845261,http://www.google.com/maps/place/29.51178866N 098.57034718W,2022-11-30 1:11:13,2024-06-20 18:06:20,{C380A151-CB15-452A-9CC0-B6ED14D1F8A7},1144.191242
72797,502724,N PINE ST,GIBBS ST,CENTER ST,San Antonio,2,225.7924618,1980-01-01,Unknown,,34,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Collector,COSA - Public Works Dept,TBD,Schedule1,Existing,502724,http://www.google.com/maps/place/29.42215481N 098.47026901W,2022-11-29 18:56:51,2024-06-24 16:03:24,{A6F09B09-D309-437E-BC93-12BB7A9ADC37},225.7924618
72955,8476702,TOWER OF THE AMERICAS WAY,E COMMERCE ST,E MARKET ST,San Antonio,1,311.8192052,2014-12-15,Unknown,,82.97,HB Gonzalez Convention Center Sub Plat #13-0609,Street,AC Asphalt Concrete,28.5,0,Yes,San Antonio,1,Local,COSA - Public Works Dept,Active,,Existing,8476702,http://www.google.com/maps/place/29.42180503N 098.48103878W,2022-11-30 1:39:17,2024-06-20 18:06:41,{2ABF35BC-591A-4843-B2FA-70C9FF4868ED},311.8192052
73439,505419,N WALTERS ST,CENTER ST,POTOMAC ST,San Antonio,2,159.5070622,1980-01-01,Unknown,,60.43,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,35,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,505419,http://www.google.com/maps/place/29.42278262N 098.45228626W,2022-11-29 19:35:57,2024-06-24 6:53:39,{1ABDD9BB-A529-4BB7-876F-BE832514B67C},159.5070622
73558,313255,CORNERWAY BLVD,CENTERPIECE DR,CORNER PKWY,San Antonio,2,147.353786,1980-01-01,Unknown,,92.52,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule1,Existing,313255,http://www.google.com/maps/place/29.44754204N 098.39501255W,2022-11-30 1:44:56,2024-06-23 9:28:17,{AA6089DD-A78E-483F-B025-E1E2EF72A245},147.353786
73600,846013,BABCOCK RD,CENTERVIEW,NW LOOP 410 ACCESS RD,San Antonio,7,199.9590523,1980-01-01,Unknown,,99.63,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Minor,COSA - Public Works Dept,New,Schedule2,Existing,846013,http://www.google.com/maps/place/29.48877381N 098.56705379W,2022-11-30 1:11:13,2024-06-23 9:18:44,{7B72E17A-C5F0-4170-9BB0-BC2DDE38D310},199.9590523
74196,416910,LOUIS PASTEUR,CLINIC DR,SALK,San Antonio,8,801.073831,1980-01-01,Unknown,,91.95,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,42,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,416910,http://www.google.com/maps/place/29.50292640N 098.57523236W,2022-11-29 19:22:45,2024-06-24 16:26:54,{6263F49F-DB02-47D8-BDE2-5F8B1317EF05},801.073831
74367,415776,MEDICAL DR,FAIRHAVEN ST,FREDERICKSBURG RD,San Antonio,8,1988.669499,1980-01-01,Unknown,,67.59,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,30,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,415776,http://www.google.com/maps/place/29.51550015N 098.56511069W,2022-11-29 21:05:04,2024-06-20 18:03:43,{3C9A63E3-0DD3-4098-A0F7-817D57B95BB0},1988.669499
74675,502555,CENTER ST,N HACKBERRY ST,N OLIVE ST,San Antonio,2,473.5063089,1980-01-01,Unknown,,56.67,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,22,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,502555,http://www.google.com/maps/place/29.42246321N 098.47252354W,2022-11-29 21:33:13,2024-06-20 18:04:42,{F371E756-E9CD-465C-8276-F08BC2B41E8C},473.5063089
74858,416725,CENTERVIEW,BABCOCK RD,E PIEDRAS DR,San Antonio,7,752.639575,1980-01-01,Unknown,,79.93,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,48,30,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,416725,http://www.google.com/maps/place/29.48788211N 098.56751415W,2022-11-29 20:37:04,2024-06-20 18:02:45,{8559937A-7A13-4876-90CC-7A9ABDBE6170},752.639575
75492,312932,CENTERWAY,TWILIGHT TERRACE,STARLIGHT TERRACE,San Antonio,2,371.0250861,1980-01-01,Unknown,,48.94,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,312932,http://www.google.com/maps/place/29.53226695N 098.38589820W,2022-11-29 21:09:45,2024-06-23 8:15:02,{0CBD7B08-E07D-4F35-AFBD-1028430D59F4},371.0250861
76080,502725,N PINE ST,CENTER ST,POTOMAC ST,San Antonio,2,241.5045034,1980-01-01,Unknown,,27.58,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,22,0,No,San Antonio,1,Collector,COSA - Public Works Dept,TBD,Schedule1,Existing,502725,http://www.google.com/maps/place/29.42279737N 098.47026469W,2022-11-29 19:49:38,2024-06-24 7:06:23,{F9771B62-E15D-4BF1-B78C-5125A0B6C40F},241.5045034
76291,504275,MEBANE,BOXELDER,S HACKBERRY ST,San Antonio,3,132.9122793,1980-01-01,Unknown,,85.6,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,26,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,504275,http://www.google.com/maps/place/29.37923328N 098.47368117W,2022-11-29 21:47:41,2024-06-20 18:05:12,{8F3C3E65-1C30-4441-87EB-27075A85F2BA},132.9122793
