OBJECTID,CASEID,mode_aspect,avg_elevation,avg_roughness,avg_slope,sidewalk_ratio
64122,1019528446,140,224.811,0.347,0.471,1.989
64123,1019528457,140,220.546,0.629,1.132,2.105
64124,1019528466,150,247.09,0.589,1.155,2.61
64125,1019528480,140,207.777,1.761,3.63,2.07
64126,1019528568,165,195.903,0.963,2.014,1.994
64127,1019528573,145,205.232,1.24,2.546,2.065
64128,1019528688,310,236.715,0.616,0.787,2.013
64129,1019528850,10,177.857,0.329,0.472,1.888
64130,1019528929,235,198.789,0.224,0.346,1.979
64131,1019529032,315,199.984,0.214,0.339,1.837
64132,1019529386,155,246.237,0.654,0.993,2.096
64133,1019529413,230,172.719,0.788,1.486,0
64134,1019529511,230,172.719,0.788,1.486,0
64135,1019529578,125,212.199,0.345,0.476,2.312
64136,1019529737,175,225.315,0.404,0.782,1.867
64137,1019530178,165,197.287,0.391,0.6,1.996
64138,1019530315,345,342.169,1.117,2.379,2.078
64139,1019530345,155,283.673,1.229,2.367,1.012
64140,1019530370,35,218.04,0.328,0.446,2.123
64141,1019530471,145,301.175,0.465,0.907,0.986
64142,1019530565,295,233.159,0.762,1.426,0.852
64143,1019530818,250,220.576,0.493,0.989,1.816
64144,1019530931,150,162.989,0.412,0.582,2.077
64145,1019531152,180,160.42,1.141,2.241,2.042
64146,1019531154,240,244.285,0.826,1.538,0.108
64147,1019531246,185,199.277,0.473,0.85,1.762
64148,1019531247,330,294.446,1.543,3.009,1.966
64149,1019531341,130,208.138,0.275,0.26,2.028
64150,1019531414,165,230.529,0.334,0.722,1.032
64151,1019531450,255,208.374,0.215,0.384,2.012
64152,1019531568,190,196.723,0.484,0.75,2.16
64153,1019531576,70,202.714,0.861,1.71,1.993
64154,1019531636,40,243.618,0.576,1.081,2.053
64155,1019531765,235,176.574,0.436,0.827,1.122
64156,1019531828,170,264.401,0.624,1.372,1.982
64157,1019531870,165,230.529,0.334,0.722,1.032
64158,1019531886,105,236.636,0.541,1.019,1.963
64159,1019531914,10,177.857,0.329,0.472,1.888
64160,1019531919,175,199.847,0.294,0.433,1.98
64161,1019532115,175,208.72,0.321,0.526,2.093
64162,1019532268,260,223.096,0.924,1.818,1.985
64163,1019532353,225,215.746,0.631,1.2,2.067
64164,1019532463,205,229.11,0.662,1.329,2.04
64165,1019532542,105,237.339,0.836,1.66,1.906
64166,1019532562,170,191.579,1.065,2.306,1.767
64167,1019532682,140,266.23,0.783,1.433,0.838
64168,1019532717,75,223.771,0.914,1.622,1.261
64169,1019532988,135,269.384,1.282,2.135,1.691
64170,1019533077,40,259.936,1.37,2.751,2.051
64171,1019533206,270,196.332,0.803,1.734,1.644
64172,1019533287,250,193.801,0.545,0.858,1.947
64173,1019533417,130,225.268,0.29,0.509,2.27
64174,1019533553,205,302.054,0.715,1.466,0.806
64175,1019533555,65,250.37,2.107,4.287,2.05
64176,1019533563,185,303.945,0.931,2.072,0.986
64177,1019533685,195,200.876,0.43,0.841,1.89
64178,1019533700,245,188.555,0.359,0.767,1.999
64179,1019533718,255,258.697,0.568,1.183,1.883
64180,1019533880,135,189.755,0.466,0.949,2.057
64181,1019533967,60,229.547,0.302,0.576,1.949
64182,1019534011,50,204.203,1.205,2.352,2.022
64183,1019534029,5,199.991,0.366,0.772,0.978
64184,1019534078,225,168.763,0.724,1.505,1.948
64185,1019534089,140,299.031,0.859,1.67,0.883
64186,1019534207,200,239.99,1.208,2.424,1.842
64187,1019534217,60,210.853,0.529,0.978,2.047
64188,1019534346,215,170.137,1.088,2.163,1.97
64189,1019534359,155,188.366,0.512,0.956,1.888
64190,1019534362,160,227.396,1.237,2.615,1.919
64191,1019534371,165,209.332,0.411,0.55,1.997
64192,1019534377,250,197.66,0.215,0.391,1.905
64193,1019534391,195,209.127,0.16,0.288,1.909
64194,1019534495,125,294.508,1.258,2.474,2.022
64195,1019534511,30,227.4,0.454,0.892,2
64196,1019534536,210,176.926,0.444,0.472,1.994
64197,1019534550,105,199.046,0.332,0.668,1.507
64198,1019534564,110,229.76,0.854,1.662,1.888
64199,1019534810,115,183.649,0.237,0.478,2.074
64200,1019534875,160,252.581,0.37,0.704,1.85
64201,1019534904,120,200.286,0.383,0.632,2.095
64202,1019534923,340,194.916,0.456,0.703,2.005
64203,1019534950,220,220.565,0.8,1.427,2.02
64204,1019534998,260,190.094,0.552,1.341,2.004
64205,1019535003,15,265.509,1.014,1.917,2.074
64206,1019535045,145,226.414,0.313,0.616,2.071
64207,1019535206,220,228.173,0.67,1.14,1.968
64208,1019535670,145,184.906,0.332,0.461,2.03
64209,1019535926,265,284.027,0.928,1.819,1.904
64210,1019536234,230,184.977,0.657,1.338,1.967
64211,1019536590,25,358.863,2.728,5.329,1.972
64212,1019536605,80,237.254,0.701,1.431,2.018
64213,1019536634,165,219.757,0.322,0.468,1.932
64214,1019536838,175,224.991,0.504,1.02,1.829
64215,1019537065,215,247.863,0.769,1.259,1.61
64216,1019537212,290,210.215,0.468,0.795,0.893
64217,1019537250,190,219.674,0.951,2.094,2.091
64218,1019537452,165,209.332,0.411,0.55,1.997
64219,1019537499,120,176.806,0.821,1.455,2.03
64220,1019537649,245,198.792,0.51,0.773,1.978
64221,1019537688,135,268.652,0.966,1.926,1.964
64222,1019537748,100,181.692,0.279,0.493,2.019
64223,1019537773,50,235.366,0.625,1.057,1.814
64224,1019537794,120,207.55,0.606,1.273,2.011
64225,1019537817,145,362.451,1.454,2.622,1.992
64226,1019538130,305,183.401,0.645,1.214,0.859
64227,1019538544,195,259.618,0.753,1.504,1.896
64228,1019538551,215,247.863,0.769,1.259,1.61
64229,1019538591,130,320.35,0.752,1.489,1.915
64230,1019538791,15,196.655,0.359,0.65,1.021
64231,1019538792,75,192.085,0.633,0.889,2.165
64232,1019538885,130,210.115,0.404,0.696,2.034
64233,1019539618,260,333.863,1.478,3.111,0.974
64234,1019539843,230,205.545,1.475,2.871,2.096
64235,1019539844,225,206.648,0.663,1.177,2.117
64236,1019540194,175,200.539,0.608,1.131,1.946
64237,1019540513,100,295.126,0.719,1.071,2.147
64238,1019541071,5,271.396,0.911,1.993,1.734
64239,1019541348,260,186.783,0.409,0.709,2.028
64240,1019541627,180,248.317,1.074,1.98,1.909
64241,1019541660,185,249.28,0.759,1.606,1.875
64242,1019541872,220,204.754,0.639,1.256,2.049
64243,1019542000,275,322.34,1.408,3.014,1.325
64244,1019542066,235,262.483,0.661,1.328,1.996
64245,1019542121,195,182.583,0.579,1.053,2.014
64246,1019542254,105,196.573,0.378,0.668,0.789
64247,1019542382,175,225.698,0.829,1.748,1.962
64247,1019542382,175,232.744,1.135,2.351,1.973
64248,1019542983,85,287.753,1.056,2.018,2.075
64249,1019543037,145,194.311,0.588,1.129,1.86
64250,1019543068,170,196.342,0.219,0.339,2.056
64251,1019543130,125,191.309,0.57,0.982,2.182
64252,1019543150,60,260.178,0.614,1.186,1.954
64253,1019543418,180,198.658,0.374,0.664,1.533
64254,1019543420,15,196.655,0.359,0.65,1.021
64255,1019543759,260,333.863,1.478,3.111,0.974
64256,1019543814,295,201.299,0.3,0.523,0.94
64257,1019543950,250,241.886,0.765,1.647,2.047
64258,1019543956,235,238.699,0.807,1.597,2.067
64259,1019544072,200,314.343,1.145,1.971,0.218
64260,1019544189,70,216.46,0.905,1.719,2.012
64261,1019544245,180,196.308,0.388,0.681,0.884
64262,1019544275,225,209.206,0.565,1.131,1.975
64263,1019544363,175,229.297,0.68,1.414,2.091
64264,1019544553,15,178.362,0.364,0.74,2
64265,1019544623,345,242.806,0.431,0.735,2.053
64266,1019544631,180,196.563,0.547,1.199,2.034
64267,1019544635,70,202.714,0.861,1.71,1.993
64268,1019544646,155,181.501,0.578,0.897,1.961
64269,1019544680,200,232.791,0.675,1.383,2.082
64270,1019544702,110,225.417,0.88,1.263,2.179
64271,1019544711,295,253.951,1.068,1.881,2.101
64272,1019544727,155,307.515,0.61,1.279,0.77
64273,1019544729,210,314.757,0.985,1.917,1.076
64274,1019544773,125,220.02,0.724,1.555,1.705
64275,1019544812,110,286.671,1.091,2.086,2.105
64276,1019544888,145,265.153,1.024,1.943,1.583
64277,1019544902,320,239.443,1.115,2.307,2.055
64278,1019544933,30,188.305,1.127,2.334,0
64279,1019545008,165,189.097,1.674,4.134,0
64280,1019545028,165,189.097,1.674,4.134,0
64281,1019545048,220,246.376,0.888,1.659,2.026
64282,1019545077,255,174.438,0.562,0.849,0.994
64283,1019545090,265,305.998,1.023,1.944,0.979
64284,1019545094,155,199.539,0.666,1.097,1.894
64285,1019545259,5,271.396,0.911,1.993,1.734
64286,1019545282,55,227.686,1.183,2.413,1.036
64287,1019545331,185,229.978,0.767,1.436,2.001
64288,1019545390,110,205.561,0.585,1.13,2.002
64289,1019545411,100,194.828,0.225,0.348,1.996
64290,1019545459,170,269.855,0.503,0.611,2.088
64291,1019545608,190,264.101,0.773,1.697,2.055
64292,1019545694,140,258.612,0.861,1.779,1.783
64293,1019545697,170,191.579,1.065,2.306,1.767
64294,1019545702,140,270.374,0.83,1.578,2.054
64295,1019545703,100,199.754,0.747,1.473,2.076
64296,1019545706,70,217.345,0.573,1.055,2.074
64297,1019545710,340,187.185,1.353,2.66,2.165
64298,1019545713,155,242.908,0.614,0.957,2.096
64299,1019545714,5,271.396,0.911,1.993,1.734
64300,1019545716,155,224.829,0.737,1.449,2.122
64301,1019545728,175,256.491,0.571,1.057,1.947
64302,1019545730,105,223.933,0.69,1.459,2.064
64303,1019545731,265,202.321,0.706,1.325,1.844
64304,1019545747,130,194.904,0.458,0.665,2.004
64305,1019545757,215,193.379,0.583,0.705,2.037
64306,1019545764,150,189.974,2.194,4.018,2.54
64307,1019545772,105,193.109,0.838,1.404,1.968
64308,1019545785,235,262.483,0.661,1.328,1.996
64309,1019545788,310,247.238,0.494,0.889,0.953
64310,1019545820,305,183.401,0.645,1.214,0.859
64311,1019545834,305,183.401,0.645,1.214,0.859
64312,1019545870,100,217.553,0.493,0.747,2
64313,1019545903,85,200.303,0.551,1.073,2.106
64314,1019545933,170,197.375,0.403,0.81,2.007
64315,1019545935,35,217.587,0.444,0.729,2.101
64316,1019545938,295,247.579,0.591,1.119,2.127
64317,1019545944,30,193.797,0.271,0.404,1.987
64318,1019545949,170,193.794,1.039,2.159,1.889
64319,1019545954,170,196.625,0.373,0.617,2.013
64320,1019545961,275,211.075,0.706,1.287,1.952
64321,1019545963,215,194.082,0.487,0.966,2.059
64322,1019545974,170,283.651,0.744,1.496,0.235
64323,1019545998,5,175.252,0.576,1.169,0.937
64324,1019546002,345,170.728,0.552,1.02,0
64325,1019546076,185,261.292,0.624,1.347,2.027
64326,1019546174,165,201.198,0.289,0.38,2.023
64327,1019546215,0,211.286,0.573,1.179,1.709
64328,1019546226,165,202.224,0.427,0.429,1.972
64329,1019546276,125,214.751,0.36,0.683,2.048
64330,1019546279,145,228.379,0.392,0.752,1.395
64331,1019546284,140,171.513,0.725,1.449,2.153
64332,1019546286,135,275.96,1.244,2.348,0.954
64333,1019546327,155,201.734,0.453,0.862,2.077
64334,1019546363,80,194.991,0.253,0.444,1.946
64335,1019546385,75,224.762,0.544,1.005,1.993
64336,1019546429,210,220.113,1.07,1.533,2.03
64337,1019546578,65,203.163,0.987,2.007,2.167
64338,1019546609,145,239.017,0.952,1.557,1.959
64339,1019546615,195,244.308,1.206,2.474,2.028
64340,1019546650,105,236.617,1.393,2.838,1.45
64341,1019546662,40,247.385,0.956,1.883,1.903
64342,1019546673,340,187.185,1.353,2.66,2.165
64343,1019546692,80,218.575,0.436,0.812,2.075
64344,1019546707,95,186.004,0.543,1.045,1.831
64345,1019546734,265,305.998,1.023,1.944,0.979
64346,1019546759,5,172.215,1.802,3.561,1.952
64347,1019546768,155,258.13,1.059,2.08,2.021
64348,1019546793,285,212.315,0.763,1.589,2.066
64349,1019546813,175,218.774,0.716,1.434,2.097
64350,1019546816,110,216.506,0.9,1.662,2.036
64351,1019546818,50,191.479,0.453,0.453,2.041
64352,1019546822,115,218.492,0.761,1.477,2.094
64353,1019546823,145,228.48,0.425,0.691,2.081
64354,1019546868,135,199.202,0.927,1.596,1.426
64355,1019546888,230,201.809,0.422,0.726,2.085
64356,1019546898,240,210.639,0.524,1.064,0.012
64357,1019546907,125,184.951,0.597,0.911,2.004
64358,1019546925,60,230.455,0.377,0.435,2.075
64359,1019546931,185,211.274,1.57,3.6,2.028
64360,1019546934,50,234.061,0.337,0.427,2.068
64361,1019546938,225,231.538,0.702,1.333,2.065
64362,1019546953,160,213.099,0.731,1.484,0.71
64363,1019547017,135,230.344,0.46,0.905,2.179
64364,1019547026,115,229.789,0.508,1.015,2.144
64365,1019547030,145,223.328,0.518,0.997,2.199
64366,1019547088,110,216.506,0.9,1.662,2.036
64367,1019547097,75,221.025,0.414,0.801,2.228
64368,1019547173,335,303.552,0.483,0.884,2.245
64369,1019547189,180,200.594,0.351,0.525,2.06
64370,1019547316,155,242.884,0.759,1.579,1.005
64371,1019547335,185,282.25,0.804,1.699,2.003
64372,1019547340,230,273.677,1.171,2.252,0.968
64373,1019547342,220,275.24,0.851,1.422,1.979
64374,1019547371,170,180.179,0.456,0.859,0.954
64375,1019547373,10,272.683,1.15,2.731,2.07
64376,1019547375,300,274.4,0.789,1.544,1.926
64377,1019547382,315,207.077,0.38,0.59,1.337
64378,1019547404,205,218.795,0.341,0.607,1.995
64379,1019547420,145,224.996,0.362,0.723,1.102
64380,1019547429,45,272.168,1.249,2.243,1.904
64381,1019547455,65,203.163,0.987,2.007,2.167
64382,1019547579,190,278.932,0.633,1.242,2.16
64383,1019547582,250,250.258,0.925,1.862,0.907
64384,1019547597,200,231.329,0.564,1.073,1.959
64385,1019547622,175,225.597,0.214,0.273,1.728
64386,1019547642,275,220.02,0.891,1.87,2.009
64387,1019547669,155,256.779,1.037,2.073,2.051
64388,1019547723,185,229.978,0.767,1.436,2.001
64389,1019547733,145,226.414,0.313,0.616,2.071
64390,1019547781,275,220.02,0.891,1.87,2.009
64391,1019547806,95,270.68,1.621,3.454,1.993
64392,1019547843,25,212.072,1.483,3.141,0
64393,1019547939,155,259.018,1.137,2.403,0.152
64394,1019547947,140,203.332,1.015,2.029,2.09
64395,1019547952,160,205.002,1.322,2.778,1.408
64396,1019547997,205,225.008,0.769,1.559,2.135
64397,1019548019,115,212.687,0.479,0.935,2.137
64398,1019548020,105,196.573,0.378,0.668,0.789
64399,1019548023,115,212.687,0.479,0.935,2.137
64400,1019548048,220,207.945,0.351,0.735,0.717
64401,1019548096,125,220.971,0.435,0.634,2.302
64402,1019548104,20,199.168,0.423,0.716,2.015
64403,1019548105,175,194.651,0.387,0.672,2.076
64404,1019548112,155,199.723,0.588,1.07,2.043
64405,1019548129,195,215.741,0.455,0.872,2.053
64406,1019548133,100,271.525,1.205,2.198,2.004
64407,1019548137,350,252.186,0.896,1.728,1.864
64408,1019548143,110,214.945,0.508,0.997,2.127
64409,1019548155,190,215.42,0.519,0.763,2.028
64410,1019548165,225,215.731,0.611,0.996,2.035
64411,1019548169,40,214.778,0.702,1.3,1.675
64412,1019548172,300,215.1,0.652,1.194,2.108
64413,1019548175,90,213.802,0.612,1.27,2.087
64414,1019548182,165,226.547,0.418,0.788,2.113
64415,1019548183,115,212.687,0.479,0.935,2.137
64416,1019548225,75,241.314,0.581,0.981,2.042
64417,1019548261,115,212.687,0.479,0.935,2.137
64418,1019548308,25,224.107,0.436,0.772,1.824
64419,1019548310,110,216.506,0.9,1.662,2.036
64420,1019548402,100,209.818,0.718,1.5,2.247
64421,1019548429,175,200.235,0.416,0.61,2.053
64422,1019548434,85,266.436,1.04,2.173,1.952
64423,1019548466,160,198.997,0.237,0.461,1.843
64424,1019548467,155,194.411,0.214,0.372,0.915
64425,1019548470,145,207.041,0.502,0.747,2.063
64426,1019548474,140,191.621,0.299,0.501,2.052
64427,1019548490,210,192.48,0.339,0.462,1.943
64428,1019548504,105,196.573,0.378,0.668,0.789
64429,1019548525,20,230.184,0.836,1.817,1.797
64430,1019548527,325,200.528,0.694,1.234,1.955
64431,1019548530,325,200.528,0.694,1.234,1.955
64432,1019548571,100,221.141,0.551,1.117,2.146
64433,1019548576,210,228.653,0.406,0.766,2.251
64434,1019548584,155,223.567,0.65,1.26,1.895
64435,1019548613,275,220.02,0.891,1.87,2.009
64436,1019548632,285,213.549,0.709,1.553,2.033
64437,1019548676,260,255.366,0.563,1.029,2.083
64438,1019548694,150,236.409,0.562,1.09,2.071
64439,1019548700,130,239.137,0.895,1.877,0.544
64440,1019548720,165,189.097,1.674,4.134,0
64441,1019548864,230,189.029,0.529,1.099,2.091
64442,1019548868,40,255.976,2.11,4.123,1.025
64443,1019548980,170,180.561,0.659,1.383,0.993
64444,1019549052,270,175.028,1.1,2.553,0
64445,1019549098,315,207.077,0.38,0.59,1.337
64446,1019549123,135,275.96,1.244,2.348,0.954
64447,1019549133,245,206.769,0.577,1.185,1.876
64448,1019549255,95,188.128,0.451,0.983,2.057
64449,1019549258,155,190.868,0.261,0.433,1.957
64450,1019549262,100,219.884,0.703,1.511,2.034
64451,1019549308,180,197.512,0.639,1.074,2.048
64452,1019549519,150,196.161,0.308,0.411,1.987
64453,1019549524,150,196.161,0.308,0.411,1.987
64454,1019549613,30,193.797,0.271,0.404,1.987
64455,1019549671,170,208.632,0.365,0.561,2.031
64456,1019549864,215,194.082,0.487,0.966,2.059
64457,1019549900,80,181.672,0.57,1.057,1.803
64458,1019549910,155,181.501,0.578,0.897,1.961
64459,1019549914,265,186.751,0.957,2.133,0
64460,1019549921,260,166.056,0.712,1.502,2.026
64461,1019550029,130,239.137,0.895,1.877,0.544
64462,1019550052,335,232.338,0.836,1.243,2.069
64463,1019550066,115,229.461,0.401,0.759,2.061
64464,1019550079,165,198.384,0.487,0.835,2.03
64465,1019550085,100,281.794,0.766,1.622,1.795
64466,1019550110,120,208.539,0.261,0.393,1.073
64467,1019550148,300,214.437,0.878,1.807,1.993
64468,1019550217,175,210.683,0.484,1.002,2.05
64469,1019550226,275,211.075,0.706,1.287,1.952
64470,1019550230,160,217.442,0.323,0.581,2.03
64471,1019550260,195,219.424,0.735,1.591,2.119
64472,1019550343,300,215.776,0.968,1.718,1.961
64472,1019550343,170,213.771,0.511,1.131,1.92
64473,1019550407,105,237.347,1.042,2.337,2.016
64474,1019550459,50,233.349,1.209,2.513,1.978
64475,1019550475,175,205.721,0.302,0.671,1.983
64476,1019550544,175,194.803,0.435,1.013,2.009
64477,1019550546,100,193.296,0.559,1.223,2.025
64478,1019550631,155,320.755,1.996,4.324,0.961
64479,1019550691,40,193.239,0.755,1.115,2.08
64480,1019550759,160,274.39,1.067,2.198,1.165
64481,1019550808,120,229.44,0.565,0.832,2.134
64482,1019550824,295,233.733,0.867,1.833,2.173
64483,1019550870,180,240.385,0.729,1.472,2.033
64484,1019550946,95,226.084,0.654,1.065,2.038
64485,1019550994,90,231.215,0.782,1.295,1.956
64486,1019551008,155,223.363,0.625,1.248,2.081
64487,1019551037,155,223.363,0.625,1.248,2.081
64488,1019551094,40,243.618,0.576,1.081,2.053
64489,1019551102,125,231.592,0.494,0.906,1.972
64490,1019551104,90,240.455,1.054,2.219,1.958
64491,1019551114,90,243.57,0.845,1.611,2.044
64492,1019551220,30,230.575,0.732,1.511,2.125
64493,1019551328,110,246.197,1.634,3.469,1.867
64494,1019551332,145,239.017,0.952,1.557,1.959
64495,1019551501,155,198.252,0.791,1.516,2.141
64496,1019551508,105,193.109,0.838,1.404,1.968
64497,1019551516,125,204.218,0.688,1.388,2.085
64498,1019551576,275,220.02,0.891,1.87,2.009
64499,1019551586,255,213.601,1.028,1.759,1.846
64500,1019551602,210,299.826,0.858,1.69,1.609
64501,1019551615,135,290.755,3.255,6.934,0.123
64502,1019551679,245,178.896,0.408,0.765,0
64503,1019551776,155,196.787,0.418,0.492,1.952
64504,1019551780,170,234.284,0.839,1.728,1.939
64505,1019551784,135,232.017,0.647,1.181,1.957
64506,1019551839,135,255.248,0.858,1.795,1.255
64507,1019551881,95,244.712,1.078,2.138,0.925
64508,1019551944,105,241.161,0.645,1.304,1.771
64509,1019551948,225,231.863,0.42,0.463,1.549
64510,1019551950,65,243.015,0.577,0.881,2.035
64511,1019552009,100,242.789,0.824,1.719,1.97
64512,1019552125,155,256.266,1.084,2.102,1.998
64513,1019552138,155,219.55,0.469,0.739,0.221
64514,1019552204,120,258.151,0.818,1.542,1.989
64515,1019552205,60,235.083,0.547,1.151,2.37
64516,1019552212,70,207.971,2.535,5.464,2.068
64517,1019552213,190,235.758,0.503,0.958,2.156
64518,1019552215,135,230.344,0.46,0.905,2.179
64519,1019552222,65,232.728,0.575,0.922,1.879
64520,1019552239,105,236.617,1.393,2.838,1.45
64521,1019552240,40,247.385,0.956,1.883,1.903
64522,1019552241,95,229.711,0.295,0.396,2.066
64523,1019552242,95,229.711,0.295,0.396,2.066
64524,1019552243,160,229.969,0.352,0.738,2.041
64525,1019552246,65,227.454,0.495,0.647,2.169
64526,1019552248,275,232.276,0.404,0.769,2.09
64527,1019552266,195,296.607,0.452,0.92,0.948
64528,1019552473,295,242.361,0.644,1.265,1.953
64529,1019552475,335,158.645,0.617,1.228,0.007
64530,1019552741,80,156.508,0.567,1.137,2.039
64531,1019553012,150,206.04,0.333,0.568,2.098
64532,1019553028,230,184.977,0.657,1.338,1.967
64533,1019553050,165,215.13,0.796,1.499,1.977
64534,1019553082,315,298.799,0.845,1.741,2.028
64535,1019553098,190,190.296,0.264,0.445,2.003
64536,1019553106,275,189.54,0.443,0.905,1.725
64537,1019553116,190,189.72,0.451,0.823,1.96
64538,1019553129,190,189.72,0.451,0.823,1.96
64539,1019553150,90,223.645,0.8,1.894,1.976
64540,1019553174,180,187.292,0.502,0.765,2.093
64541,1019553182,180,187.292,0.502,0.765,2.093
64542,1019553186,80,219.486,0.504,0.976,1.951
64543,1019553220,85,222.028,0.426,0.453,2.021
64544,1019553237,170,188.386,0.387,0.627,2.047
64545,1019553239,110,223.355,0.518,1.07,2.092
64546,1019553251,135,189.268,0.383,0.868,2.247
64547,1019553268,245,225.07,0.961,1.907,2.046
64548,1019553270,110,223.355,0.518,1.07,2.092
64549,1019553277,210,190.317,0.435,0.883,2.05
64550,1019553287,110,188.006,0.554,0.983,2.138
64551,1019553317,130,273.522,1.398,2.822,2.018
64552,1019553356,155,182.575,0.522,0.834,1.039
64553,1019553376,200,190.151,0.53,0.911,2.447
64554,1019553383,305,181.975,0.58,1.182,2.003
64555,1019553411,95,186.841,0.83,1.647,2.051
64556,1019553492,345,222.49,0.721,1.587,1.895
64557,1019553507,345,219.739,0.766,1.677,1.932
64558,1019553513,165,215.13,0.796,1.499,1.977
64559,1019553547,225,206.648,0.663,1.177,2.117
64560,1019553779,230,205.545,1.475,2.871,2.096
64561,1019553791,25,218.763,0.876,1.566,2.055
64562,1019553795,170,191.579,1.065,2.306,1.767
64563,1019553849,75,192.085,0.633,0.889,2.165
64564,1019553854,155,293.766,0.953,2.05,1.27
64565,1019553870,160,205.783,0.32,0.457,2.083
64566,1019553907,170,197.213,0.373,0.698,2.101
64567,1019553923,60,195.776,0.55,0.553,1.943
64568,1019553953,145,244.148,0.567,0.921,1.886
64569,1019553973,355,206.915,0.504,0.962,0.896
64570,1019553985,175,256.491,0.571,1.057,1.947
64571,1019553995,240,199.5,0.366,0.765,0.44
64572,1019553996,205,199.386,0.395,0.831,2.226
64573,1019554009,185,204.108,0.231,0.432,1.912
64574,1019554022,200,253.609,1.546,3.152,1.897
64575,1019554028,145,280.658,0.649,1.137,0.977
64576,1019554063,30,219.216,0.674,1.01,2.156
64577,1019554072,150,223.456,0.832,1.592,1.956
64578,1019554083,150,223.456,0.832,1.592,1.956
64579,1019554103,180,223.661,0.425,0.858,2.168
64580,1019554154,255,185.66,0.366,0.659,1.058
64581,1019554194,45,216.489,0.465,0.836,2.109
64582,1019554198,240,183.14,0.959,2.163,0
64583,1019554254,185,199.648,0.402,0.553,2.077
64584,1019554408,115,277.324,1.17,2.117,1.869
64585,1019554409,225,191.275,0.479,0.747,2.003
64586,1019554475,85,287.753,1.056,2.018,2.075
64587,1019554477,85,287.753,1.056,2.018,2.075
64588,1019554496,35,222.202,0.692,1.349,2.043
64589,1019554512,225,284.257,0.681,1.155,2.12
64590,1019554573,180,237.681,0.808,1.302,1.897
64591,1019554634,105,190.342,0.655,1.214,2.124
64592,1019554646,140,212.614,0.378,0.42,2.081
64593,1019554813,135,215.937,1.009,2.192,2.069
64594,1019554825,130,235.066,1.188,2.342,1.984
64595,1019554830,100,219.598,0.369,0.793,1.91
64596,1019554835,85,225.453,0.791,1.603,2.07
64597,1019554837,105,226.135,0.653,1.163,2.145
64598,1019554873,105,360.51,1.106,2.24,1.846
64599,1019554875,110,211.717,0.475,0.57,2.092
64600,1019554877,125,217.687,0.809,1.585,1.865
64601,1019554896,105,190.342,0.655,1.214,2.124
64602,1019554908,140,212.614,0.378,0.42,2.081
64603,1019555014,160,213.603,0.462,0.994,2.117
64604,1019555056,235,193.193,0.433,0.701,1.963
64605,1019555077,85,227.068,0.712,1.18,1.791
64606,1019555082,90,231.215,0.782,1.295,1.956
64607,1019555090,85,234.583,0.807,1.523,1.905
64608,1019555132,70,209.577,0.593,1.201,2.039
64609,1019555163,150,215.539,0.358,0.532,2.149
64610,1019555170,150,223.456,0.832,1.592,1.956
64611,1019555248,155,219.555,0.524,1.049,2.113
64612,1019555253,285,232.276,0.767,1.343,2.02
64613,1019555255,255,220.552,0.411,0.722,1.783
64614,1019555293,155,219.555,0.524,1.049,2.113
64615,1019555296,100,213.454,0.189,0.36,2.277
64616,1019555384,125,216.811,0.295,0.53,1.979
64617,1019555394,150,215.539,0.358,0.532,2.149
64618,1019555396,175,214.993,0.441,0.987,1.172
64619,1019555398,60,216.171,0.47,0.925,2.311
64620,1019555438,330,210.43,0.582,0.933,1.949
64621,1019555439,135,209.525,0.539,0.974,1.876
64622,1019555481,115,202.395,0.367,0.596,2.073
64623,1019555486,195,211.213,0.759,1.531,1.741
64624,1019555517,135,209.525,0.539,0.974,1.876
64625,1019555521,135,209.525,0.539,0.974,1.876
64626,1019555540,330,210.43,0.582,0.933,1.949
64627,1019555548,160,213.925,0.802,1.621,1.915
64628,1019555551,160,213.925,0.802,1.621,1.915
64629,1019555564,215,213.062,0.736,1.437,2.028
64630,1019555566,300,215.776,0.968,1.718,1.961
64631,1019555572,300,215.776,0.968,1.718,1.961
64632,1019555576,95,210.541,0.434,0.49,2.035
64633,1019555578,85,204.818,0.709,1.552,1.942
64634,1019555580,350,229.336,1.127,2.124,2.074
64635,1019555582,300,228.287,0.425,0.744,1.015
64636,1019555584,165,215.294,0.906,1.622,1.963
64637,1019555658,105,206.278,0.199,0.41,1.921
64638,1019555694,105,237.339,0.836,1.66,1.906
64639,1019555854,345,170.728,0.552,1.02,0
64640,1019555897,30,193.797,0.271,0.404,1.987
64641,1019555907,30,193.797,0.271,0.404,1.987
64642,1019555973,95,199.882,0.782,1.496,2.057
64643,1019555986,40,274.873,1.14,2.007,1.698
64644,1019556113,160,225.491,0.744,1.585,1.264
64645,1019556140,130,257.562,0.732,1.521,1.937
64646,1019556577,310,244.202,0.823,1.367,2.093
64647,1019556750,65,234.824,0.258,0.522,1.022
64648,1019557159,25,245.071,0.907,1.606,2.039
64649,1019557192,175,215.766,0.348,0.675,2.038
64650,1019557425,0,222.224,1.124,2.111,1.81
64651,1019557477,30,228.029,0.553,0.553,2.079
64652,1019557537,160,218.665,0.614,1.038,2.034
64653,1019557782,175,193.308,0.355,0.719,2.08
64654,1019558081,190,306.667,0.98,2.092,1.914
64655,1019558200,70,288.83,0.964,2.045,1.967
64656,1019558391,195,185.694,0.807,1.566,1.999
