"SwProjectID","ProjectCategory","CouncilDistrict","ProjectStreet","FromStreet","ToStreet","SideOfStreet","EstTotalCost","FiscalYear","ScheduleStart","ScheduleFinish","ActualStart","ActualFinish","PercentComplete","ProjectType","ProjectManager","Contact","ProjectLength","SidewalkInstalledFeet","ProjectStatus","ProjectLimits","Shape_Length","ActStart","ActFinish","ActDuration"
"3334","IMP","1","Grant Ave","W Russell Place","Cincinnati Ave","Both Sides",86500,2018,2017-11-06,2017-12-31,2017-11-01,2018-01-19,100,"Sidewalks","Daniel Carrion","0",765,NA,"Baseline","Grant Ave - Both Sides ( W Russell Place To Cincinnati Ave )",589.822375332134,2017-11-01,2018-01-19,79
"3348","IMP","5","Wilcox Ave","Quintana Rd","Creighton Ave","Both Sides",244179,2018,2017-10-02,2017-11-04,2017-10-02,2018-01-31,100,"Sidewalks","Karlo Jajliardo","0",2150,NA,"Completed","Wilcox Ave - Both Sides ( Quintana Rd To Creighton Ave )",2386.19357612766,2017-10-02,2018-01-31,121
"3349","IMP","8","Honeycomb Dr","Huebner Rd","Sunburst Ln","Both Sides",225000,2018,2019-05-20,2019-05-28,2019-05-20,2019-05-24,100,"Sidewalks","Oziegbe Oyameda","0",1982,NA,"Baseline","Honeycomb Dr - Both Sides ( Huebner Rd To Sunburst Ln )",1890.76941377236,2019-05-20,2019-05-24,4
"3355","IMP","3","Piedmont Ave","Vanderbilt","Haggin St","Both Sides",116000,2018,NA,NA,2018-07-10,2018-09-25,100,"Sidewalks","Karlo Jajliardo","0",1160,NA,"Completed","Piedmont Ave - Both Sides ( Vanderbilt To Haggin St )",1077.68381944959,2018-07-10,2018-09-25,77
"3415","IMP","4","Gaddis Blvd","Marek St","S Zarzamora","Both Sides",249000,2018,2017-11-06,2018-03-17,2017-11-06,2018-02-09,100,"Sidewalks","Karlo Jajliardo","0",2655,NA,"Completed","Gaddis Blvd - Both Sides ( Marek St To S Zarzamora )",1994.74310325516,2017-11-06,2018-02-09,95
"3431","IMP","2","Roper St","E Carson","Sandmeyer","One Side",16000,2018,2018-03-15,2018-04-16,2018-01-09,2018-01-31,100,"Sidewalks","Luis Ocura","0",186,NA,"Baseline","Roper St - West Side ( E Carson To Sandmeyer )",187.247015579448,2018-01-09,2018-01-31,22
"3434","IMP","6","San Joaquin S","Eldridge Ave","Castroville Rd","One Side",166500,2018,2018-05-07,2018-08-14,2018-08-06,2018-11-08,100,"Sidewalks","Luis Ocura","0",1850,NA,"Completed","San Joaquin S - West Side ( Eldridge Ave To Castroville Rd )",1868.13166287007,2018-08-06,2018-11-08,94
"3454","IMP","8","Spring Trl","Dead End","Dead End","One Side",129409.2,2018,2018-03-29,2018-06-18,2018-01-10,2018-03-16,100,"Sidewalks","Oziegbe Oyameda","0",1396,NA,"Baseline","Spring Trl - West Side ( Dead End To Dead End )",993.566839894528,2018-01-10,2018-03-16,65
"3460","IMP","3","Monticello Ct","Hillje St","Lyric Ave","Both Sides",77046.09,2018,2024-02-26,2024-04-30,NA,NA,100,"Sidewalks","Luis Ocura","0",780,NA,"Baseline","Monticello Ct - Both Sides ( Hillje St To Lyric Ave )",779.604055219418,NA,NA,NA
"3486","IMP","6","Westbluff","Westcliff","Westlawn","One Side",41000,2018,2018-05-01,2018-07-15,2018-04-16,2018-05-04,100,"Sidewalks","Maitham Humoud","0",389,NA,"Completed","Westbluff - East Side ( Westcliff To Westlawn )",367.876947632605,2018-04-16,2018-05-04,18
"3573","IMP","1","Morales","N Calaveras","Chipaderas St","One Side",16422.56,2018,2018-01-05,2018-02-06,2017-12-11,2018-01-19,100,"Sidewalks","Daniel Carrion","0",172,NA,"Baseline","Morales - North Side ( N Calaveras To Chipaderas St )",144.999780499632,2017-12-11,2018-01-19,39
"3574","IMP","1","Oblate","Mccullough Ave","Waring","One Side",76097.56,2018,2024-02-05,2024-06-06,2024-02-05,2024-03-04,98,"Sidewalks","Emanuel Saldana","0",797,NA,"Baseline","Oblate - North Side ( Mccullough Ave To Waring )",680.197780767004,2024-02-05,2024-03-04,28
"3578","IMP","9","Mt Boracho","Fabulous","Mt Perkins

Mt Perkins","One Side",111510,2018,2018-08-01,2018-09-30,2018-04-16,2018-05-25,100,"Sidewalks","Luis Ocura","0",291,NA,"Baseline","Mt Boracho - West Side ( Fabulous To Mt Perkins

Mt Perkins )",287.004776526697,2018-04-16,2018-05-25,39
"3625","IMP","6","Horal Dr","Garden Brook Dr","275 feet  South of Garden Brook DR","One Side",17000,2018,2018-08-01,2018-09-30,2018-05-08,2018-06-18,100,"Sidewalks","Maitham Humoud","0",320,NA,"Completed","Horal Dr - West side ( Garden Brook Dr To 275 feet  South of Garden Brook DR )",273.730516075695,2018-05-08,2018-06-18,41
"3627","IMP","3","St Anthony","Haggin St","Topeka Blvd","One Side",35000,2018,NA,NA,2018-06-06,2018-09-25,100,"Sidewalks","Karlo Jajliardo","0",500,NA,NA,"St Anthony - East Side ( Haggin St To Topeka Blvd )",512.867100960334,2018-06-06,2018-09-25,111
"3675","IMP","1","McCullough Ave","E Summite Ave","E Kings Hwy","One Side",23000,2018,2018-10-08,2018-11-12,2018-11-26,2018-12-10,100,"Sidewalks","Daniel Carrion","0",223,NA,NA,"McCullough Ave - West side ( E Summite Ave To E Kings Hwy )",223.005985271412,2018-11-26,2018-12-10,14
"3676","IMP","1","Mulberry Ave W","San Pedro Ave","Shook Ave","One Side",81000,2018,2018-08-01,2018-09-30,2018-10-22,2019-01-31,100,"Sidewalks","Daniel Carrion","0",950,NA,NA,"Mulberry Ave W - North side ( San Pedro Ave To Shook Ave )",848.426733523398,2018-10-22,2019-01-31,101
"3710","IMP","1","Mulberry W","N Flores St","W Mulberry Ave","One Side",17000,2018,2018-10-08,2018-11-12,2018-10-22,2018-11-07,100,"Sidewalks","Daniel Carrion","0",170,NA,NA,"Mulberry W - intersection and sidewalk gap on north side ( N Flores St To W Mulberry Ave )",117.223139883424,2018-10-22,2018-11-07,16
"2899","IMP","9","Memory","Tammy","Patricia","One Side",58756,2014,NA,NA,NA,NA,NA,NA,NA,NA,605,NA,"Adopted 14-18 IMP","Memory - Even Side ( Tammy To Patricia )",584.514202945828,NA,NA,NA
"2900","IMP","1","Rampart  W","Mccullough Ave","San Pedro Ave","One Side",38310,2014,NA,NA,NA,NA,NA,NA,NA,NA,394,NA,"Adopted 14-18 IMP","Rampart  W - Even Side ( Mccullough Ave To San Pedro Ave )",573.023419573021,NA,NA,NA
"2901","IMP","1","Hermine Blvd","Grant Ave","Warner Ave","Both Sides",246200,2014,NA,NA,NA,NA,NA,NA,NA,NA,2535.05,NA,"Adopted 14-18 IMP","Hermine Blvd - Both Sides ( Grant Ave To Warner Ave )",1209.37862618105,NA,NA,NA
"2906","IMP","8","Sid Katz Dr","Ewing Halsell","Wurzbach Rd","One Side",82000,2016,NA,NA,NA,NA,NA,NA,NA,NA,825,NA,"Baseline","Sid Katz Dr - Even Side ( Ewing Halsell To Wurzbach Rd )",823.351380257314,NA,NA,NA
"2909","IMP","6","Jay William","S San Joaquin","Genova","Both Sides",216000,2016,NA,NA,NA,2017-01-31,NA,NA,NA,NA,2020,NA,NA,"Jay William - Both Sides ( S San Joaquin To Genova )",1884.46417967562,NA,2017-01-31,NA
"2910","IMP","7","Loma Linda Dr","Balcones Heights Rd","Williamsburg","One Side",114048,2016,NA,NA,NA,NA,NA,NA,NA,NA,1415,NA,"Baseline","Loma Linda Dr - Odd Side ( Balcones Heights Rd To Williamsburg )",1249.55525148191,NA,NA,NA
"2912","IMP","1","Mccullough Ave","Oblate","Birchleaf","One Side",382612,2014,NA,NA,NA,NA,NA,NA,NA,NA,3072,NA,"Adopted 14-18 IMP","Mccullough Ave - Odd Side ( Oblate To Birchleaf )",704.850707188518,NA,NA,NA
"2913","IMP","9","Brook Holw","Rio Seco","Encino Grande","Both Sides",75816,2014,NA,NA,NA,NA,NA,NA,NA,NA,845,NA,"Adopted 14-18 IMP","Brook Holw - Both Sides ( Rio Seco To Encino Grande )",1531.92037230353,NA,NA,NA
"2914","IMP","9","Tammy","Blanco Rd","Memory","Both Sides",208804,2014,NA,NA,NA,NA,NA,NA,NA,NA,2150,NA,"Adopted 14-18 IMP","Tammy - Both Sides ( Blanco Rd To Memory )",1826.32481184174,NA,NA,NA
"2915","IMP","3","Glamis Ave","Dollarhide Ave","Chesterfield","One Side",209000,2015,NA,NA,NA,NA,NA,NA,NA,NA,2670,NA,NA,"Glamis Ave - Odd Side ( Dollarhide Ave To Chesterfield )",2575.7712321728,NA,NA,NA
"2919","IMP","7","Newcome","Wurzbach","'110 ft South of King Louis","One Side",71000,2016,NA,NA,NA,2017-01-31,NA,NA,NA,NA,1232,NA,"Baseline","Newcome - Even Side ( Wurzbach To '110 ft South of King Louis )",1011.15098326993,NA,2017-01-31,NA
"2924","IMP","4","Wagner","S Zarzamora","Shelby Dr","One Side",378943,2016,NA,NA,NA,NA,NA,NA,NA,NA,4200,NA,"Baseline","Wagner - Even Side ( S Zarzamora To Shelby Dr )",3220.90597470384,NA,NA,NA
"2930","IMP","5","Brazos","Perez","Martin","One Side",53000,2015,NA,NA,NA,NA,NA,NA,NA,NA,1088,NA,NA,"Brazos - Even Side ( Perez To Martin )",460.225722929145,NA,NA,NA
"2931","IMP","3","Gayle","Pickwell","Pickwell","Both Sides",447571,2016,NA,NA,NA,NA,NA,NA,NA,NA,5346,NA,"Additional Funds $10M","Gayle - Both Sides ( Pickwell To Pickwell )",5272.86969009021,NA,NA,NA
"2932","IMP","8","Callaghan Rd","Torino Dr","350' West of Torino","One Side",113000,2017,NA,NA,NA,NA,NA,NA,NA,NA,394,NA,"Additional $10 Million","Callaghan Rd - West Side ( Torino Dr To 350' West of Torino )",305.752626691549,NA,NA,NA
"2933","IMP","1","Marlborough","Vance Jackson","Belvoir","Both Sides",124000,2015,NA,NA,NA,NA,NA,NA,NA,NA,1717,NA,NA,"Marlborough - Both Sides ( Vance Jackson To Belvoir )",956.946234011608,NA,NA,NA
"2936","IMP","2","Aransas","Pine","Gevers","Both Sides",310000,2017,NA,NA,NA,NA,NA,NA,NA,NA,3650,NA,"Baseline","Aransas - Both Sides ( Pine To Gevers )",3270.20437210846,NA,NA,NA
"2940","IMP","5","San Jacinto","Buena Vista","Cesar Chavez","One Side",86000,2017,NA,NA,NA,NA,NA,NA,NA,NA,955,NA,"Additional $10 Million","San Jacinto - East Side ( Buena Vista To Cesar Chavez )",978.028343261164,NA,NA,NA
"2941","IMP","7","Canterbury","100' N of Stiffkey","Landers Farm","One Side",93000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1250,NA,"Baseline","Canterbury - West Side ( 100' N of Stiffkey To Landers Farm )",1291.07375848406,NA,NA,NA
"2942","IMP","6","Shady Grove","Military","Pinn","One Side",162000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1800,NA,"Additional $10 Million","Shady Grove - Even Side ( Military To Pinn )",1407.39098647911,NA,NA,NA
"2943","IMP","6","Highland Oaks","Shady Grove","Pinn","Both Sides",92000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1110,NA,"Additional $10 Million","Highland Oaks - Both Sides ( Shady Grove To Pinn )",149.102356743075,NA,NA,NA
"2944","IMP","6","Arnaz","Acme","Laverne","Both Sides",119680,2015,NA,NA,NA,NA,NA,NA,NA,NA,1220,NA,"Completed","Arnaz - Both Sides ( Acme To Laverne )",1164.9778380041,NA,NA,NA
"2947","IMP","8","Flint Hill","Clifton Forge","Stockbridge","One Side",222640,2015,NA,NA,NA,NA,NA,NA,NA,NA,2960,NA,"Accelerated from 2019 to 2015","Flint Hill - Odd Side ( Clifton Forge To Stockbridge )",2809.49636069374,NA,NA,NA
"2952","IMP","1","Kendall","E Dewey Place","E Myrtle St","Both Sides",52800,2015,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,"Accelerated from 2019 to 2015","Kendall - Both Sides ( E Dewey Place To E Myrtle St )",1492.07567106479,NA,NA,NA
"2953","IMP","6","Bowens Crossing St","1604 Frontage Road","Jaclyn Park","One Side",38000,2015,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,"Completed","Bowens Crossing St - Even Side ( 1604 Frontage Road To Jaclyn Park )",4565.55481904446,NA,NA,NA
"2954","IMP","3","Banbridge","Pickwell","Pickwell","Both Sides",280720,2015,NA,NA,NA,NA,NA,NA,NA,NA,4344,NA,"Accelerated from 2019 to 2015","Banbridge - Both Sides ( Pickwell To Pickwell )",4313.6704678622,NA,NA,NA
"2959","IMP","1","Wayside","Saxon","West","Both Sides",147000,2015,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,NA,"Wayside - Both Sides ( Saxon To West )",1517.2940506932,NA,NA,NA
"2961","IMP","1","Saratoga","Bobolink","Dead End","One Side",130000,2015,NA,NA,NA,NA,NA,NA,NA,NA,1210,NA,NA,"Saratoga - Odd Side ( Bobolink To Dead End )",1113.81608263857,NA,NA,NA
"2964","IMP","4","Lovett","Bynum","Oregon","Both Sides",388000,2015,NA,NA,NA,NA,NA,NA,NA,NA,5650,NA,NA,"Lovett - Both Sides ( Bynum To Oregon )",5786.94304439588,NA,NA,NA
"2965","IMP","1","Saxon","Future","Storeywood","One Side",196000,2015,NA,NA,NA,NA,NA,NA,NA,NA,1510,NA,NA,"Saxon - Even Side ( Future To Storeywood )",1101.18336474171,NA,NA,NA
"2967","IMP","8","Goshen Pass","Stockbridge","Clifton Forge","Both Sides",430537.8532,2016,NA,NA,NA,NA,NA,NA,NA,NA,4852,NA,"Additional Funds $10M","Goshen Pass - Both Sides ( Stockbridge To Clifton Forge )",4786.11905897035,NA,NA,NA
"2968","IMP","1","Zarzamora  N","W Ashby Place","W Craig Place","One Side",89000,2017,NA,NA,NA,NA,NA,NA,NA,NA,807,NA,"Additional $10 Million","Zarzamora  N - East Side ( W Ashby Place To W Craig Place )",586.721440937235,NA,NA,NA
"2971","IMP","4","Royalgate","Redbrook","Seacomber","One Side",58000,2014,NA,NA,NA,NA,NA,NA,NA,NA,543,NA,"Added with Concurrence Memo","Royalgate - Odd Side ( Redbrook To Seacomber )",560.557050275785,NA,NA,NA
"2972","IMP","10","Garden Quarter","Stathmore","Bretton Rdg","Both Sides",103550,2017,NA,NA,NA,NA,NA,NA,NA,NA,1095,NA,"Additional $10 Million","Garden Quarter - Both Sides ( Stathmore To Bretton Rdg )",988.610088328525,NA,NA,NA
"2973","IMP","8","UTSA","Texana","Vance Jackson","One Side",46000,2015,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,"UTSA - Even Side ( Texana To Vance Jackson )",671.245959825648,NA,NA,NA
"2974","IMP","8","Vance Jackson","UTSA Blvd","1230' S of UTSA Blvd","One Side",40000,2015,NA,NA,NA,NA,NA,NA,NA,NA,575,NA,NA,"Vance Jackson - Odd Side ( UTSA Blvd To 1230' S of UTSA Blvd )",1871.27362283025,NA,NA,NA
"2975","IMP","3","Roosevelt","2214 Roosvelt","2216 Roosevelt","One Side",9700,2015,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,"Roosevelt - Even Side ( 2214 Roosvelt To 2216 Roosevelt )",113.730494059429,NA,NA,NA
"2976","IMP","8","Babcock Rd","Springtime","Prue","Both Sides",376000,2017,NA,NA,NA,NA,NA,NA,NA,NA,3542,NA,"Baseline","Babcock Rd - Both Sides ( Springtime To Prue )",3324.40236103705,NA,NA,NA
"2977","IMP","7","Mainland","Coral Springs","560' E of Burns Crossing","One Side",126000,2015,NA,NA,NA,NA,NA,NA,NA,NA,1455,NA,NA,"Mainland - Odd Side ( Coral Springs To 560' E of Burns Crossing )",2020.92731824391,NA,NA,NA
"2978","IMP","1","Chupaderas St  N","W Martin St","Perez St","Both Sides",123000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1360,NA,"Baseline","Chupaderas St  N - Both Sides ( W Martin St To Perez St )",1238.54329000733,NA,NA,NA
"2980","IMP","6","Canyon Rdg","Timber Ridge","Timbercreek Dr","Both Sides",97000,2016,NA,NA,NA,2016-12-05,NA,NA,NA,NA,1410,NA,NA,"Canyon Rdg - Both Sides ( Timber Ridge To Timbercreek Dr )",1252.44058659278,NA,2016-12-05,NA
"2982","IMP","8","King George","Merkens","King Louis","Both Sides",282000,2016,NA,NA,NA,NA,NA,NA,NA,NA,2100,NA,"Baseline","Project includes the west side of King Louis St from King George to Newcome",1910.62570937686,NA,NA,NA
"2986","IMP","9","Serenade","West Ave","Blanco Rd","Both Sides",303000,2017,NA,NA,NA,NA,NA,NA,NA,NA,3100,NA,"Baseline","Serenade - Both Sides ( West Ave To Blanco Rd )",2953.58834895304,NA,NA,NA
"2988","IMP","6","Westlawn","Military","Pinn","One Side",131000,2016,NA,NA,NA,2017-01-31,NA,NA,NA,NA,1600,NA,NA,"Westlawn - Even Side ( Military To Pinn )",1287.1910142514,NA,2017-01-31,NA
"2990","IMP","6","Rim Rock Trl","Cactus Crk","Elm Glade","Both Sides",120000,2016,NA,NA,NA,2017-09-29,NA,NA,NA,NA,1662,NA,NA,"Rim Rock Trl - Both Sides ( Cactus Crk To Elm Glade )",1988.09307193585,NA,2017-09-29,NA
"2994","IMP","9","Indigo","Tammy","Limelight","Both Sides",210000,2016,NA,NA,NA,2016-10-14,NA,NA,NA,NA,1955,NA,"Baseline","Indigo - Both Sides ( Tammy To Limelight )",1858.20205756515,NA,2016-10-14,NA
"2998","IMP","8","De Zavala","IH 10 Access Rd","Vance Jackson","One Side",180000,2015,NA,NA,NA,NA,NA,NA,NA,NA,1156,NA,NA,"De Zavala - Odd Side ( IH 10 Access Rd To Vance Jackson )",1403.41600943227,NA,NA,NA
"2999","IMP","1","Elmendorf  N","W Poplar St","Delgado St","One Side",59000,2017,NA,NA,NA,NA,NA,NA,NA,NA,672,NA,"Baseline","Elmendorf  N - East Side ( W Poplar St To Delgado St )",475.05375558649,NA,NA,NA
"3004","IMP","7","San Antonio Ave","Donaldson Ave","W Gramercy Place","Both Sides",55000,2017,NA,NA,NA,NA,NA,NA,NA,NA,390,NA,"Baseline","San Antonio Ave - Both Sides ( Donaldson Ave To W Gramercy Place )",667.006537773393,NA,NA,NA
"3007","IMP","5","Crittendon","Fay Ave","Tampa","Both Sides",188000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1250,NA,"Additional $10 Million","Crittendon - Both Sides ( Fay Ave To Tampa )",1059.13489081376,NA,NA,NA
"3013","IMP","10","Pike Place","Urban Crest","Rockhill Dr","Both Sides",69000,2015,NA,NA,NA,NA,NA,NA,NA,NA,475,NA,"FIELD REVIEW NEEDED","Pike Place - Both Sides ( Urban Crest To Rockhill Dr )",981.258445251039,NA,NA,NA
"3024","IMP","1","San Saba  N","Houston","Martin","Both Sides",162373,2015,NA,NA,NA,NA,NA,NA,NA,NA,470,NA,"REPAIR","San Saba  N - Both Sides ( Houston To Martin )",2120.74920052426,NA,NA,NA
"3025","IMP","1","Houston","San Saba","Santa Rosa","One Side",14089,2015,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,"REPAIR","Houston - Odd Side ( San Saba To Santa Rosa )",1164.30786481652,NA,NA,NA
"3026","IMP","2","Drexel  E","S Walter","Adele St","One Side",54000,2015,NA,NA,NA,NA,NA,NA,NA,NA,650,NA,"REPAIR","Drexel  E - Odd Side ( S Walter To Adele St )",1194.81695596214,NA,NA,NA
"3028","IMP","5","Hunstock","W Highlands","Loretta","Both Sides",37672,2015,NA,NA,NA,NA,NA,NA,NA,NA,540,NA,"REPAIR","Hunstock - Both Sides ( W Highlands To Loretta )",785.070703332498,NA,NA,NA
"3029","IMP","5","Cumberland","Brazos St","Gaynor St","Both Sides",87000,2015,NA,NA,NA,NA,NA,NA,NA,NA,840,NA,"REPAIR","Cumberland - Both Sides ( Brazos St To Gaynor St )",800.692971648135,NA,NA,NA
"3030","IMP","6","Linus","Oakhill","Dennler","Both Sides",101000,2015,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,"Completed","Linus - Both Sides ( Oakhill To Dennler )",1315.24435980985,NA,NA,NA
"3031","IMP","9","Moonglow","W Ramsey","Patricia Dr","Both Sides",125000,2015,NA,NA,NA,NA,NA,NA,NA,NA,1154,NA,NA,"Moonglow - Both Sides ( W Ramsey To Patricia Dr )",1003.01472598667,NA,NA,NA
"3078","IMP","1","Brazos","Perez","Martin","One Side",39000,2015,NA,NA,NA,NA,NA,NA,NA,NA,260,NA,NA,"Brazos - Odd Side ( Perez To Martin )",4538.48153580521,NA,NA,NA
"3081","IMP","3","Channing","Clark Ave","Anita St","Both Sides",191000,2017,NA,NA,NA,NA,NA,NA,NA,NA,2100,NA,"Additional $10 Million","Channing - Both Sides ( Clark Ave To Anita St )",2174.202900434,NA,NA,NA
"3087","IMP","3","Felisa","Mission","Roosevelt","Both Sides",116000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1142,NA,"Additional $10 Million","Felisa - Both Sides ( Mission To Roosevelt )",3663.07344944519,NA,NA,NA
"3104","IMP","9","West Ave","Blanco Rd","Silver Sands","One Side",120000,2015,NA,NA,NA,NA,NA,NA,NA,NA,1113.518502,NA,NA,"On the west side of West Ave starting at 660 feet north of Blanco to the corner of West Ave and Silver Sands.",1811.84017309799,NA,NA,NA
"3105","IMP","6","Westover Hills","Hunt Lane","Rogers Rd","One Side",58000,2015,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,"Completed","Fill gaps on south side of Westover Hills Blvd from Rogers Rd to Hunt Lane",3528.53639871482,NA,NA,NA
"3134","IMP","4","Larkia St","Tortuga St","118 ft north of Patron","One Side",82000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1300,NA,"Additional $10 Million","Larkia St between Tortuga to Patron including missing sidewalk from Patron to the school's sidewalk on the west side and the missing sidewalk on the east of Larkia St on Patron",2566.91528968257,NA,NA,NA
"3138","IMP","6","Remuda","Rawhide","Westledge","One Side",126000,2017,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,"Additional $10 Million","Remuda - Even Side ( Rawhide To Westledge )",3103.79158297407,NA,NA,NA
"3141","IMP","10","Salisbury Dr","Lovelace Dr","Wilborn","Both Sides",127000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1300,NA,"Baseline","Salisbury Dr - Both Sides ( Lovelace Dr To Wilborn )",1103.58422312198,NA,NA,NA
"3145","IMP","7","Merkens","Alan Hale Dr","Wurzbach Rd","One Side",113653.867005981,2017,NA,NA,NA,NA,NA,NA,NA,NA,1188,NA,"Additional $10 Million","Merkens - South Side ( Alan Hale Dr To Wurzbach Rd )",1919.20484475259,NA,NA,NA
"3146","IMP","7","Wurzbach Rd","Merkens","Gary Cooper Rd","One Side",30000,2017,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,"Baseline","Wurzbach Rd - West Side ( Merkens To Gary Cooper Rd )",151.301216801869,NA,NA,NA
"3147","IMP","10","Astronaut","Mayfair Dr","Leyte","One Side",184000,2017,NA,NA,NA,NA,NA,NA,NA,NA,1250,NA,"Additional $10 Million","Astronaut - East Side ( Mayfair Dr To Leyte )",305.080192631599,NA,NA,NA
"3148","IMP","4","Niagara","Navajo","Hutchins Pl","One Side",88734.1,2016,NA,NA,NA,NA,NA,NA,NA,NA,997,NA,"Additional Funds $10M","Niagara - Even Side ( Navajo To Hutchins Pl )",917.019168359554,NA,NA,NA
"3153","IMP","9","Huebner","Battle Oak","200' East of Whisper Canyon","One Side",280000,2016,NA,NA,NA,2017-12-19,NA,NA,NA,NA,1875,NA,"Baseline","Huebner - Even Side ( Battle Oak To 200' East of Whisper Canyon )",1742.28012052282,NA,2017-12-19,NA
"3154","IMP","2","Gibbs Sprawl Rd","Castle Cross","Woodlake Pkwy","One Side",134563.8,2016,NA,NA,NA,NA,NA,NA,NA,NA,1078,NA,"Additional Funds $10M","Gibbs Sprawl Rd - North Side ( Castle Cross To Woodlake Pkwy )",1093.77343121275,NA,NA,NA
"3156","IMP","2","Cesar Chavez Blvd","S Cherry","S Hackberry St","Both Sides",192000,2017,NA,NA,NA,NA,NA,NA,NA,NA,2188,NA,"Additional $10 Million","Cesar Chavez Blvd - Both Sides ( S Cherry To S Hackberry St )",1141.40483099755,NA,NA,NA
"3157","IMP","2","Indiana St","Hackberry St S","S Cherry St","Both Sides",125787.9,2016,NA,NA,NA,NA,NA,NA,NA,NA,1906,NA,"Additional Funds $10M","Indiana St - Both Sides ( Hackberry St S To S Cherry St )",357.007548573436,NA,NA,NA
"3161","IMP","2","Mesquite S","Iowa St","Denver Blvd","Both Sides",377368.5755,2016,NA,NA,NA,NA,NA,NA,NA,NA,4553,NA,"Additional Funds $10M","Mesquite S - Both Sides ( Iowa St To Denver Blvd )",1103.88507656951,NA,NA,NA
"3162","IMP","4","Westpond Dr","Flint Valley","SW Loop 410 Access Rd","One Side",119937.3,2016,NA,NA,NA,NA,NA,NA,NA,NA,988,NA,"Additional Funds $10M","Westpond Dr - Even Side ( Flint Valley To SW Loop 410 Access Rd )",495.724555020464,NA,NA,NA
"3163","IMP","10","Rockcroft","Bretton Ridge","Barrington","Both Sides",190632.05,2016,NA,NA,NA,2017-01-06,NA,NA,NA,NA,2300,NA,"Additional Funds $10M","Rockcroft - Both Sides ( Bretton Ridge To Barrington )",1207.69911410942,NA,2017-01-06,NA
"3164","IMP","10","Deland","Tennyson","Buckwheat","Both Sides",69622.14,2016,NA,NA,NA,NA,NA,NA,NA,NA,840,NA,"Additional Funds $10M","Deland - Both Sides ( Tennyson To Buckwheat )",639.185937561364,NA,NA,NA
"3165","IMP","10","Encanta","Leonhardt","Sierra Madre","One Side",19477.6225,2016,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,"Additional Funds $10M","Encanta - West Side ( Leonhardt To Sierra Madre )",194.089202092112,NA,NA,NA
"3166","IMP","10","Encanta","Risada","280' NW to school","One Side",23207.38,2016,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,"Additional Funds $10M","Encanta - East Side ( Risada To 280' NW to school )",3464.40302870158,NA,NA,NA
"3167","IMP","10","Casa Alto","Leonhardt","Casa Grande","Both Sides",33153.4,2016,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,"Additional Funds $10M","Casa Alto - Both Sides ( Leonhardt To Casa Grande )",255.907732126722,NA,NA,NA
"3168","IMP","10","Casa Bonita","Leonhardt","Casa Grande","One Side",16576.7,2016,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,"Additional Funds $10M","Casa Bonita - East Side ( Leonhardt To Casa Grande )",126.05207013128,NA,NA,NA
"3169","IMP","10","Casa Grande","Casa Bonita","5006 Casa Grande","One Side",124325.25,2016,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,"Additional Funds $10M","Casa Grande - South Side ( Casa Bonita To 5006 Casa Grande )",1169.92470019586,NA,NA,NA
"3170","IMP","10","El Cajon","Sierra Madre","El Presidio","Both Sides",49730.1,2016,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,"Additional Funds $10M","El Cajon - Both Sides ( Sierra Madre To El Presidio )",3898.58012663598,NA,NA,NA
"3171","IMP","10","El Presidio","La Aventura","La Manana","One Side",24865.05,2016,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,"Additional Funds $10M","El Presidio - North Side ( La Aventura To La Manana )",241.194803918194,NA,NA,NA
"3172","IMP","10","Bobwhite","Greenjay","Ghent","Both Sides",314957.3,2016,NA,NA,NA,2016-11-08,NA,NA,NA,NA,3800,NA,"Additional Funds $10M","Bobwhite - Both Sides ( Greenjay To Ghent )",3643.1072031928,NA,2016-11-08,NA
"3173","IMP","10","Tennyson","Coleridge","Patmore","One Side",48072.43,2016,NA,NA,NA,2016-10-19,NA,NA,NA,NA,580,NA,"Additional Funds $10M","Tennyson - South Side ( Coleridge To Patmore )",480.636788215455,NA,2016-10-19,NA
