ProjectCategory,SMPProjectID,CouncilDistrict,ProjectStreet,StreetFrom,StreetTo,ProjectLimits,FiscalYear,Application,Type_,Force,WeightedPCI,PBaseFail,FieldBasePave,PFlatWork,EstTotalCost,ProjectStatus,ScheduleStart,ScheduleFinish,ActualStart,ActualFinish,ProjectManager,Contact,Shape_Length
IMP,1258,5,Nw 20th St,W Poplar St,Morales,Nw 20th St From W Poplar St To Morales,2022,Reconstruction,Rehabilitation,Contract,44.0,0.0,100.0,5.0,493037.1,Verified,2023-03-13,2023-06-27 00:00:00,2023-03-14,2023-06-27,Carmen Varela-Rivas,0,2767.38574360623
IMP,1259,3,SPRINGVIEW DR,TEE ST,CUL-DE-SAC,SPRINGVIEW DR From TEE ST To CUL-DE-SAC,2020,Mill & Overlay - Inhouse,Rehabilitation,City,43.0,0.0,60.0,0.0,153909.04,Pending,2020-07-20,2020-09-30 00:00:00,2020-07-16,2020-07-29,Sam Sanchez,0,3007.2828711981615
IMP,1262,10,El Mirador,Hacienda Dr,Monte Leon,El Mirador From Hacienda Dr To Monte Leon,2022,Mill & Overlay,Rehabilitation,Contract,67.0,0.0,40.0,5.0,186462.62,Verified,2022-08-04,2022-08-13 00:00:00,2022-07-18,2022-07-28,JULIO GOMEZ,0,2129.4577319408268
IMP,1265,3,Anton Dr,Belford,Goliad Rd,Anton Dr From Belford To Goliad Rd,2021,Mill & Overlay - Contract,Rehabilitation,Contract,23.0,0.0,100.0,5.0,347657.16,Verified,2021-07-26,2021-08-03 00:00:00,2021-06-18,2021-06-23,Julio Gomez,0,2265.8150286916
IMP,1270,10,El Domingo Dr,El Sendero,Cul-de-sac,El Domingo Dr From El Sendero To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,Contract,68.0,0.0,20.0,5.0,37327.44,Verified,2022-08-01,2022-08-03 00:00:00,2022-07-20,2022-07-28,JULIO GOMEZ,0,513.455092788321
IMP,1274,07,Malapai Park,Autumn Park,Cul-de-sac,Malapai Park From Autumn Park To Cul-de-sac,2024,Mill & Overlay,Rehabilitation,Contract,48.0,0.0,0.8,50.0,34385.05,Pending,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Joe Longoria (210) 207-7763,Arturo Aguilar: 210-207-7891,180.28398009469996
IMP,1275,10,PRIMA VISTA,EL GUSTO,SIERRA MADRE,PRIMA VISTA From EL GUSTO To SIERRA MADRE,2019,Mill & Overlay - Contract,Rehabilitation,Contract,19.0,0.0,0.0,0.0,148765.33,IMP,2018-12-10,2019-04-09 00:00:00,2019-01-24,2019-02-06,Victoria Escobedo,0,1704.5458962800633
IMP,1276,8,SPRING HOLLOW DR,SPRING TIME DR,SPRING MONT DR,SPRING HOLLOW DR From SPRING TIME DR To SPRING MONT DR,2020,Mill & Overlay - Inhouse,Rehabilitation,City,59.0,0.0,7.0,0.0,94428.19,Verified,2020-06-08,2020-06-15 00:00:00,2020-06-01,2020-06-04,Robert Corpus,0,1761.7241472993414
IMP,1278,10,SIERRA MADRE,PRIMA VISTA,ENCANTA _ RISADA,SIERRA MADRE From PRIMA VISTA To ENCANTA _ RISADA,2020,Modified Mill & Overlay - Contract Local,Rehabilitation,Contract,25.0,0.0,43.0,5.0,368618.04,Verified,2020-03-28,2020-03-30 00:00:00,2020-03-02,2020-03-11,Julio Gomez,0,3669.498638476284
IMP,1279,05,Castroville Rd,Madrid,S San Joaquin,Castroville Rd From Madrid To S San Joaquin,2023,Mill & Overlay,Rehabilitation,Contract,56.0,0.0,50.0,5.0,214080.41,Verified by CoSA,2023-04-03,2023-04-21 00:00:00,2023-02-20,2023-02-22,Hugh Guillen,Arturo Aguilar: 210-207-7891,1126.172584080141
IMP,1283,10,LA ENTRADA,LAS BRISAS,CUL-DE-SAC,LA ENTRADA From LAS BRISAS To CUL-DE-SAC,2019,Mill & Overlay - Contract,Rehabilitation,Contract,39.0,0.0,0.0,0.0,28764.12,IMP,2018-12-10,2019-04-09 00:00:00,2019-01-15,2019-02-02,Victoria Escobedo,0,382.50418780727625
IMP,1284,5,BERLIN AVE,WABASH ST,DEAD END,BERLIN AVE From WABASH ST To DEAD END,2020,Modified Mill & Overlay with Base Reconstruction,Rehabilitation,Contract,48.0,0.0,80.0,5.0,601665.11,Verified,2020-09-07,2020-09-21 00:00:00,2020-09-08,2020-09-23,Edward Solano,0,4165.762070764227
IMP,1285,5,LINDEN AVE,SHELBY,ADOLPH,LINDEN AVE From SHELBY To ADOLPH,2019,Mill & Overlay - Inhouse,Rehabilitation,City,64.0,0.0,0.0,0.0,39218.22,Council Priority,2018-11-13,2018-11-20 00:00:00,2018-11-02,2018-11-15,Frank Orta,0,812.4242034871652
IMP,1287,8,Luskey Blvd,Babcock Rd,Camp Bullis Rd,Luskey Blvd From Babcock Rd To Camp Bullis Rd,2021,Mill & Overlay - Contract,Rehabilitation,Contract,29.0,0.0,68.0,5.0,643434.69,Verified,2021-02-20,2021-03-15 00:00:00,2021-02-23,2021-03-01,Julio Gomez,0,6475.875668453516
IMP,1288,10,VIA PERFECTO,EL GUSTO,CUL-DE-SAC,VIA PERFECTO From EL GUSTO To CUL-DE-SAC,2019,Mill & Overlay - Contract,Rehabilitation,Contract,63.0,0.0,0.0,0.0,65130.17,IMP,2018-12-10,2019-04-09 00:00:00,2019-01-17,2019-02-04,Victoria Escobedo,0,740.9423008460446
IMP,1290,10,LA PLATA,LA SALIDA,CUL-DE-SAC,LA PLATA From LA SALIDA To CUL-DE-SAC,2018,Reclamation - 60,Rehabilitation,Contract,2.0,0.0,0.0,0.0,71910.48,2018 Savings,2018-12-10,2019-04-09 00:00:00,2019-01-14,2019-01-30,Victoria Escobedo,0,340.44529925508067
IMP,1291,04,Bradley St,Palo Alto Rd,Dead End,Bradley St From Palo Alto Rd To Dead End,2023,Mill & Overlay,Rehabilitation,City,66.0,0.0,1.0,0.0,216284.48,Locked,2023-07-05,2023-07-18 00:00:00,2023-05-09,2023-05-18,Andres Cuevas,Les Melghem: 210-207-5069,3436.6788809393965
IMP,1293,10,LAS BRISAS,VIA PERFECTO,LA ENTRADA,LAS BRISAS From VIA PERFECTO To LA ENTRADA,2019,Mill & Overlay - Contract,Rehabilitation,Contract,47.0,0.0,0.0,0.0,19206.13,IMP,2018-12-10,2019-04-09 00:00:00,2019-01-16,2019-02-02,Victoria Escobedo,0,306.44279381494937
IMP,1295,4,Adalone Cove Dr,Catalina Bay Dr,Cul-de-sac,Adalone Cove Dr From Catalina Bay Dr To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,55.0,0.0,0.0,0.0,37073.51,Verified,2022-05-10,2022-05-13 00:00:00,2022-04-19,2022-04-27,SWSC,0,685.5586658643194
IMP,1298,8,SPRING FOREST DR,SPRING TIME DR,SPRING MONT DR,SPRING FOREST DR From SPRING TIME DR To SPRING MONT DR,2020,Mill & Overlay - Inhouse,Rehabilitation,City,58.0,0.0,5.0,0.0,94122.14,Verified,2020-05-12,2020-05-22 00:00:00,2020-05-20,2020-05-28,Robert Corpus,0,1756.007400745112
IMP,1301,4,Branch Valley,Five Palms Dr,Grand Valley,Branch Valley From Five Palms Dr To Grand Valley,2021,Mill & Overlay - City,Rehabilitation,City,45.0,0.0,10.0,30.0,92763.44,Verified,2020-11-10,2020-11-18 00:00:00,2020-11-04,2020-11-12,SWSC,0,1656.489762137243
IMP,1302,8,SPRING MANOR DR,SPRING TIME DR,SPRING MONT DR,SPRING MANOR DR From SPRING TIME DR To SPRING MONT DR,2020,Mill & Overlay - Inhouse,Rehabilitation,City,44.0,0.0,6.0,0.0,90302.6,Verified,2020-07-01,2020-07-09 00:00:00,2020-06-17,2020-07-22,Robert Corpus,0,1684.7504063549698
IMP,1303,5,SALTILLO ST,ROMERO,JUANITA ST,SALTILLO ST From ROMERO To JUANITA ST,2020,Modified Mill & Overlay - Contract Local,Rehabilitation,Contract,48.0,0.0,50.0,5.0,187151.69,Verified,2020-07-23,2020-09-12 00:00:00,2020-07-20,2020-07-22,Julio Gomez,0,1653.6006487886762
IMP,1305,10,LA POSADA,LA BAHIA,EL PALACIO,LA POSADA From LA BAHIA To EL PALACIO,2019,Mill & Overlay - Contract,Rehabilitation,Contract,33.0,0.0,0.0,0.0,37702.99,IMP,2018-12-10,2019-04-09 00:00:00,2019-01-19,2019-02-01,Victoria Escobedo,0,406.9353727817361
IMP,1307,4,Seven Seas,Port Of Call Dr,Fishers Bend,Seven Seas From Port Of Call Dr To Fishers Bend,2021,Mill & Overlay - City,Rehabilitation,City,50.0,0.0,0.0,0.0,79215.67,Pending,2021-04-13,2021-04-26 00:00:00,2021-04-14,2021-04-22,SWSC,0,1478.6433238613604
IMP,1308,8,SPRING HAVEN,SPRING MONT DR,SPRING SHADOW,SPRING HAVEN From SPRING MONT DR To SPRING SHADOW,2020,Mill & Overlay - Inhouse,Rehabilitation,City,59.0,0.0,8.0,0.0,78153.09,Verified,2020-05-26,2020-06-03 00:00:00,2020-05-26,2020-06-03,Robert Corpus,0,1458.0825437671988
IMP,1310,8,SPRING ROSE DR,SPRING TIME DR,CUL-DE-SAC,SPRING ROSE DR From SPRING TIME DR To CUL-DE-SAC,2020,Mill & Overlay - Inhouse,Rehabilitation,City,49.0,0.0,10.0,0.0,118804.4,Verified,2020-07-13,2020-06-30 00:00:00,2020-06-23,2020-06-30,Robert Corpus,0,2154.7568717359272
IMP,1311,10,LA SALIDA,LA AVENTURA,LA PLATA,LA SALIDA From LA AVENTURA To LA PLATA,2019,Reclamation - 20,Rehabilitation,Contract,7.0,0.0,0.0,0.0,60404.21,IMP,2019-08-12,2019-08-19 00:00:00,2019-08-05,2019-08-07,Julio Gomez,0,323.7751585832584
IMP,1312,4,Creek Bend Dr,Little Creek Dr,War Horse Dr,Creek Bend Dr From Little Creek Dr To War Horse Dr,2022,Mill & Overlay,Rehabilitation,Contract,47.0,0.0,90.0,5.0,390927.7,Verified,2022-05-30,2022-06-30 00:00:00,2022-04-12,2022-04-21,EDWARD SOLANO,0,2828.956999132926
IMP,1314,8,SPRING SHADOW DR,SPRING TIME DR,DEAD END,SPRING SHADOW DR From SPRING TIME DR To DEAD END,2020,Mill & Overlay - Inhouse,Rehabilitation,City,64.0,0.0,25.0,0.0,65485.62,Verified,2020-08-03,2020-08-06 00:00:00,2020-07-01,2020-07-07,Robert Corpus,0,926.6141776480732
IMP,1316,4,Debra Dr,Rockwell Blvd,Cul-de-sac,Debra Dr From Rockwell Blvd To Cul-de-sac,2021,Mill & Overlay - City,Rehabilitation,City,5.0,0.0,30.0,10.0,37800.0,Verified,2021-01-12,2021-01-19 00:00:00,2021-01-27,2021-02-03,SWSC,0,546.4007365989255
IMP,1317,8,Oak Dr,Milsa Dr,Ih 10 W Access Rd,Oak Dr From Milsa Dr To Ih 10 W Access Rd,2021,Reconstruction - Contract,Rehabilitation,Contract,19.0,0.0,0.0,60.0,627740.2,COVID-19,2021-07-15,2021-09-15 00:00:00,2021-06-14,2021-06-27,Kyle Willman ,0,2428.235404603963
IMP,1318,5,Culberson Ave,S Zarzamora,Nogalitos St,Culberson Ave From S Zarzamora To Nogalitos St,2022,Mill & Overlay,Rehabilitation,Contract,46.0,0.0,80.0,5.0,221664.34,Verified,2022-08-15,2022-08-19 00:00:00,2022-02-12,2022-04-06,EDWARD SOLANO,0,1649.3048392498035
IMP,1319,04,Lagoon,Niagara,Cul-de-sac,Lagoon From Niagara To Cul-de-sac,2024,Mill & Overlay,Rehabilitation,Contract,12.0,0.0,1.0,100.0,75390.83,Pending,2024-04-01,2024-06-30 00:00:00,2024-01-30,2024-02-21,Joe Longoria (210) 207-7763,Arturo Aguilar: 210-207-7891,362.9865500838911
IMP,1321,4,Planter,Sixmile,Gillette Blvd,Planter From Sixmile To Gillette Blvd,2022,Mill & Overlay,Rehabilitation,City,56.0,0.0,0.0,0.0,25144.0,Verified,2022-03-01,2022-03-07 00:00:00,2022-01-18,2022-01-25,SWSC,0,546.0745822991881
IMP,1322,5,Ellana Claire Ct,S Zarzamora,Nogalitos St,Ellana Claire Ct From S Zarzamora To Nogalitos St,2021,Mill & Overlay - City,Rehabilitation,City,55.0,0.0,5.0,5.0,111552.0,Verified,2021-03-25,2021-04-01 00:00:00,2021-04-01,2021-04-08,SWSC,0,2058.7276866697953
IMP,1324,04,Rayburn Dr,Barlite Blvd,Mallard St,Rayburn Dr From Barlite Blvd To Mallard St,2023,Mill & Overlay,Rehabilitation,Contract,36.0,0.0,30.0,5.0,188130.97,Verified by CoSA,2023-05-04,2023-05-15 00:00:00,2023-03-14,2023-03-30,Hugh Guillen,Arturo Aguilar: 210-207-7891,2064.558202024178
IMP,1325,4,Copa Cv,Adalone Cove Dr,Cul-de-sac,Copa Cv From Adalone Cove Dr To Cul-de-sac,2022,Mill & Overlay,Rehabilitation,City,52.0,0.0,0.0,0.0,29120.55,Verified,2022-05-03,2022-05-06 00:00:00,2022-04-12,2022-04-14,SWSC,0,523.9950091050002
IMP,1326,5,Bloom,Culberson Ave,Burgess,Bloom From Culberson Ave To Burgess,2022,Mill & Overlay,Rehabilitation,Contract,48.0,0.0,80.0,5.0,199976.18,Verified,2022-08-08,2022-08-12 00:00:00,2022-02-15,2022-04-06,EDWARD SOLANO,0,1552.5891375581518
IMP,1327,10,LEONHARDT RD,NACOGDOCHES RD,ENCANTA,LEONHARDT RD From NACOGDOCHES RD To ENCANTA,2019,Mill & Overlay - Contract,Rehabilitation,Contract,74.0,0.0,0.0,0.0,318476.94,Council Request,2019-02-23,2019-04-13 00:00:00,2019-02-05,2019-03-09,Victoria Escobedo,0,4426.992814911195
IMP,1328,10,Casa Grande,Casa Bonita,Casa Pinto,Casa Grande From Casa Bonita To Casa Pinto,2022,Mill & Overlay,Rehabilitation,Contract,62.0,0.0,30.0,5.0,149107.02,Verified,2022-07-26,2022-07-29 00:00:00,2022-07-20,2022-07-28,JULIO GOMEZ,0,1924.0563471698945
IMP,1331,5,Graebner,Hoover Ave,Gladstone St,Graebner From Hoover Ave To Gladstone St,2021,Mill & Overlay - City,Rehabilitation,City,55.0,0.0,20.0,10.0,60536.0,Verified,2021-03-18,2021-03-24 00:00:00,2021-02-05,2021-02-25,SWSC,0,1170.9662977217515
IMP,1332,4,Wabash St,W Mayfield,Sw Military Dr,Wabash St From W Mayfield To Sw Military Dr,2021,Mill & Overlay - City,Rehabilitation,City,49.0,0.0,15.0,0.0,80908.8,Verified,2021-09-06,2021-09-17 00:00:00,2021-08-28,2021-09-02,SESC,0,1887.0290542199812
IMP,1334,5,Westway Dr,Hoover Ave,Southway,Westway Dr From Hoover Ave To Southway,2021,Mill & Overlay - City,Rehabilitation,City,71.0,0.0,15.0,5.0,75054.93,Verified,2021-03-02,2021-03-10 00:00:00,2021-02-23,2021-03-24,SWSC,0,1427.9171801277969
IMP,1338,4,ABACUS DR,OZALID,TRIDENT ST,ABACUS DR From OZALID To TRIDENT ST,2019,Mill & Overlay - Contract,Rehabilitation,Contract,59.0,0.0,0.0,0.0,210313.92,New 410,2019-08-01,2019-08-21 00:00:00,2019-08-08,2019-08-10,Dean Bayer,0,1984.7811614979069
IMP,1341,4,Woodsage Dr,Redstart,Highcrest Dr,Woodsage Dr From Redstart To Highcrest Dr,2022,Mill & Overlay,Rehabilitation,Contract,66.0,0.0,50.0,5.0,49913.05,Verified,2022-07-22,2022-08-01 00:00:00,2022-06-01,2022-06-17,EDWARD SOLANO,0,501.37054649499487
IMP,1347,10,CASA RIO,EL SENDERO,CASA BONITA,CASA RIO From EL SENDERO To CASA BONITA,2020,Mill & Overlay - Contract Local,Rehabilitation,Contract,21.0,0.0,25.0,5.0,23220.39,Verified,2020-04-14,2020-03-31 00:00:00,2020-03-27,2020-03-27,Julio Gomez,0,279.0809858390182
IMP,1349,10,CASA PINTO,CASA ORO,CASA GRANDE,CASA PINTO From CASA ORO To CASA GRANDE,2019,Mill & Overlay - Contract,Rehabilitation,Contract,69.0,0.0,0.0,0.0,85196.31,IMP,2018-12-10,2019-04-09 00:00:00,2019-01-31,2019-02-13,Victoria Escobedo,0,919.5496744916582
IMP,1351,10,LA LOMA,SAN MIGUEL,LAS VEGAS,LA LOMA From SAN MIGUEL To LAS VEGAS,2020,Mill & Overlay - Contract Local,Rehabilitation,Contract,20.0,0.0,40.0,5.0,73354.46,Verified,2020-04-10,2020-03-31 00:00:00,2020-03-14,2020-03-19,Julio Gomez,0,724.927812688395
IMP,1352,10,ESTABLE,SIERRA MADRE,CUL-DE-SAC,ESTABLE From SIERRA MADRE To CUL-DE-SAC,2019,Reclamation - 20,Rehabilitation,Contract,26.0,0.0,0.0,0.0,42203.96,IMP,2019-10-07,2020-12-30 00:00:00,2019-07-27,2019-07-29,Julio Gomez,0,273.33227432049017
IMP,1354,2,BENHAM,DIANE RD,SEMLINGER RD,BENHAM From DIANE RD To SEMLINGER RD,2019,Mill & Overlay - Contract,Rehabilitation,Contract,43.0,0.0,0.0,0.0,114725.94,Council Request,2019-03-22,2019-03-27 00:00:00,2019-03-21,2019-03-27,Victoria Escobedo,0,2133.5056667131153
IMP,1355,10,GUADALAJARA DR,CHAPALA WAY,EL SENDERO,GUADALAJARA DR From CHAPALA WAY To EL SENDERO,2020,Mill & Overlay - Contract Local,Rehabilitation,Contract,85.0,0.0,10.0,5.0,128643.16,Verified,2020-04-22,2020-03-31 00:00:00,2020-03-16,2020-03-18,Julio Gomez,0,1972.4997201854433
IMP,1356,04,Parmly,Carmel Ave,Holder Ave,Parmly From Carmel Ave To Holder Ave,2023,Mill & Overlay,Rehabilitation,Contract,0.0,0.0,50.0,5.0,94175.1,Verified by CoSA,2023-09-06,2023-09-12 00:00:00,2023-09-07,2023-09-12,HUGH GUILLEN,Arturo Aguilar: 210-207-7891,916.5441674752212
IMP,1358,2,DELLHAVEN,BAYHEAD DR,WYCLIFF,DELLHAVEN From BAYHEAD DR To WYCLIFF,2019,Mill & Overlay - Contract,Rehabilitation,Contract,37.0,0.0,0.0,0.0,192123.04,New 410,2019-02-22,2019-03-08 00:00:00,2019-03-05,2019-03-25,Victoria Escobedo,0,2537.9303127539574
IMP,1360,10,RIO DORO,NACOGDOCHES RD,LA BARCA DR,RIO DORO From NACOGDOCHES RD To LA BARCA DR,2020,Mill & Overlay - Contract Local,Rehabilitation,Contract,51.0,0.0,30.0,5.0,69302.05,Verified,2020-03-21,2020-03-27 00:00:00,2020-02-25,2020-02-27,Julio Gomez,0,674.1921224378774
IMP,1363,10,EL SANTO WAY,RIO DORO,LEONHARDT RD,EL SANTO WAY From RIO DORO To LEONHARDT RD,2020,Modified Mill & Overlay - Contract Local,Rehabilitation,Contract,22.0,0.0,50.0,5.0,168778.32,Verified,2020-03-21,2020-03-27 00:00:00,2020-02-19,2020-02-28,Julio Gomez,0,1491.2600499153643
IMP,1364,2,E CARSON,N ALAMO ST,N PALMETTO,E CARSON From N ALAMO ST To N PALMETTO,2019,Mill & Overlay - Contract,Rehabilitation,Contract,41.0,0.0,0.0,0.0,248115.41,New 410,2019-06-05,2019-06-24 00:00:00,2019-05-16,2019-06-07,Julio Gomez,0,3374.0659633405303
IMP,1365,10,EL CAJON,SIERRA MADRE,EL PRESIDIO,EL CAJON From SIERRA MADRE To EL PRESIDIO,2019,Mill & Overlay - Contract,Rehabilitation,Contract,65.0,0.0,0.0,0.0,24072.98,IMP,2019-01-07,2019-03-31 00:00:00,2019-01-14,2019-02-02,Victoria Escobedo,0,298.4466785949833
IMP,1366,4,Misty Spray,Barlite Blvd,Cul-de-sac,Misty Spray From Barlite Blvd To Cul-de-sac,2021,Mill & Overlay - City,Rehabilitation,City,38.0,0.0,10.0,0.0,53801.38,Verified,2020-12-15,2021-01-08 00:00:00,2020-12-11,2021-01-08,SWSC,0,921.0367145936032
IMP,1367,10,LA NOCHE,LA BAHIA,CUL-DE-SAC,LA NOCHE From LA BAHIA To CUL-DE-SAC,2019,Mill & Overlay - Contract,Rehabilitation,Contract,37.0,0.0,0.0,0.0,38152.34,IMP,2019-01-07,2019-03-31 00:00:00,2019-01-22,2019-01-30,Victoria Escobedo,0,501.9267228482363
IMP,1369,10,LA BAHIA,RISADA,EL GUSTO,LA BAHIA From RISADA To EL GUSTO,2019,Reconstruction - 60,Rehabilitation,Contract,18.0,0.0,0.0,0.0,542504.85,IMP,2019-08-21,2019-09-30 00:00:00,2019-08-23,2019-08-30,Julio Gomez,0,1660.355589643439
IMP,1371,10,DEL ORO CIR,EL SENDERO,CUL-DE-SAC,DEL ORO CIR From EL SENDERO To CUL-DE-SAC,2019,Mill & Overlay - Contract,Rehabilitation,Contract,30.0,0.0,0.0,0.0,12761.61,IMP,2019-01-07,2019-03-31 00:00:00,2019-01-29,2019-02-12,Victoria Escobedo,0,182.56612809798995
IMP,1375,2,Eisenhauer Rd,Ih 35 N Access Rd,Amber Palm,Eisenhauer Rd From Ih 35 N Access Rd To Amber Palm,2022,Mill & Overlay,Rehabilitation,Contract,70.0,0.0,60.0,5.0,1333765.32,Verified,2022-09-01,2022-09-28 00:00:00,2022-08-03,2022-08-19,JULIO GOMEZ,0,6001.515035116279
IMP,1380,06,Point Quail,Crested Quail,Silent Sunrise,Point Quail From Crested Quail To Silent Sunrise,2023,Mill & Overlay,Rehabilitation,City,73.0,0.0,15.0,0.0,11384.81,Verified,2023-07-24,2023-08-04 00:00:00,2023-04-17,2023-05-01,Robert Corpus,Les Melghem: 210-207-5069,228.0903671270269
IMP,1381,10,LA BARRANCA ST,CUL-DE-SAC,CUL-DE-SAC,LA BARRANCA ST From CUL-DE-SAC To CUL-DE-SAC,2019,Mill & Overlay - Contract,Rehabilitation,Contract,61.0,0.0,0.0,0.0,173033.35,IMP,2019-07-29,2019-08-06 00:00:00,2019-07-29,2019-08-06,Julio Gomez,0,1871.6282896624791
IMP,1382,1,El Monte Blvd,West Ave,Catalina,El Monte Blvd From West Ave To Catalina,2020,Mill & Overlay-Contract,Rehabilitation,Contract,56.0,0.0,70.0,5.0,359194.0,COVID-19,2020-10-05,2020-10-15 00:00:00,2020-10-23,2020-10-30,Edward Solano,0,2916.1100218397087
IMP,1383,01,W Gramercy Place,Capitol,Blanco Rd,W Gramercy Place From Capitol To Blanco Rd,2023,Mill & Overlay,Rehabilitation,Contract,47.0,0.0,20.0,5.0,147177.01,Pending,2023-10-27,2023-12-24 00:00:00,2023-10-12,2023-10-19,Richard Torres,Arturo Aguilar: 210-207-7891,1908.0078605220715
IMP,1388,01,E Hildebrand Ave,Shook Ave _ Park Hill,Us Hwy 281 N Access Rd,E Hildebrand Ave From Shook Ave _ Park Hill To Us Hwy 281 N Access Rd,2024,Mill & Overlay,Rehabilitation,Contract,45.0,0.0,0.5,5.0,676480.37,Verified,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Joe Longoria (210) 207-7763,Arturo Aguilar: 210-207-7891,4627.848934643742
IMP,1391,05,Charben Dr,S General Mcmullen,Sw 27th St,Charben Dr From S General Mcmullen To Sw 27th St,2023,Mill & Overlay,Rehabilitation,City,64.0,0.0,5.0,0.0,128283.61,Verified by CoSA,2023-01-18,2023-01-27 00:00:00,2023-01-03,2023-01-06,Robert Corpus,Les Melghem: 210-207-5069,2170.0050354853074
IMP,1396,5,Hoover Ave,Westway Dr,Nogalitos St,Hoover Ave From Westway Dr To Nogalitos St,2021,Mill & Overlay - City,Rehabilitation,City,70.0,0.0,10.0,0.0,155167.04,Verified,2021-02-10,2021-02-18 00:00:00,2021-02-23,2021-03-10,SWSC,0,2222.9875699732615
IMP,1401,3,WINESAP,TEXOMA DR,BAFFIN,WINESAP From TEXOMA DR To BAFFIN,2020,Mill & Overlay - Inhouse,Rehabilitation,City,67.0,0.0,18.0,0.0,47203.66,Pending,2019-10-22,2019-10-24 00:00:00,2019-11-19,2019-11-20,Andres Cuevas,0,943.5725580572888
IMP,1403,4,Port Of Call Dr,Old Sky Harbor,Fishers Bend,Port Of Call Dr From Old Sky Harbor To Fishers Bend,2022,Mill & Overlay,Rehabilitation,City,54.0,0.0,0.0,0.0,93348.68,Verified,2022-05-24,2022-05-31 00:00:00,2022-04-29,2022-05-11,SWSC,0,1913.5803572027307
IMP,1404,3,W Harding Blvd,Commercial Ave,Pleasanton Rd,W Harding Blvd From Commercial Ave To Pleasanton Rd,2022,Mill & Overlay,Rehabilitation,Contract,67.0,0.0,80.0,5.0,512205.79,Verified,2021-11-10,2021-12-30 00:00:00,2021-11-05,2021-11-30,EDWARD SOLANO,0,3937.082392614772
IMP,1405,4,Red Hawk,Creek Bend Dr,Cul-de-sac,Red Hawk From Creek Bend Dr To Cul-de-sac,2022,Reconstruction,Rehabilitation,Contract,82.0,0.0,0.0,50.0,68265.89,Verification List 2022,2022-04-16,2022-04-25 00:00:00,2022-04-18,2022-04-29,KYLE WILLMAN,0,241.71384735196384
IMP,1409,04,Merry Oaks Dr,W Military Dr,Seacomber Pl,Merry Oaks Dr From W Military Dr To Seacomber Pl,2024,Mill & Overlay ,Rehabilitation,City,63.0,0.0,0.025,2.0,68559.36,Verified,2024-01-23,2024-01-31 00:00:00,2024-02-14,Not Available,Frank Orta,Les Melghem: 210-207-5069,908.1047953356804
IMP,1410,5,MARIA ELENA,NW 38TH ST,BENRUS,MARIA ELENA From NW 38TH ST To BENRUS,2018,Mill & Overlay - Contract,Rehabilitation,Contract,45.0,0.0,0.0,0.0,252942.9,2018 Savings,2019-03-04,2019-03-29 00:00:00,2019-02-27,2019-03-15,Julio Gomez,0,3422.6786552780277
IMP,1416,3,Quig,Pecan Valley Dr,Lasses,Quig From Pecan Valley Dr To Lasses,2022,Mill & Overlay,Rehabilitation,Contract,42.0,0.0,65.0,5.0,170838.56,Verified,2022-05-30,2022-06-30 00:00:00,2022-05-12,2022-06-04,EDWARD SOLANO,0,1368.1761956542034
IMP,1417,6,HORAL DR,WATERS EDGE DR,MARBACH RD,HORAL DR From WATERS EDGE DR To MARBACH RD,2020,Modified Mill & Overlay - Contract Local,Rehabilitation,Contract,59.0,0.0,70.0,5.0,469989.4,Verified,2020-05-22,2020-06-03 00:00:00,2020-05-04,2020-05-07,Julio Gomez,0,1821.090467233484
IMP,1418,1,Ingleside,Nw Loop 410 Access Rd,Windham,Ingleside From Nw Loop 410 Access Rd To Windham,2022,Mill & Overlay,Rehabilitation,City,44.0,0.0,40.0,0.0,53447.26,Verified,2022-02-14,2022-02-25 00:00:00,2022-02-16,2022-02-22,SESC,0,1166.4477256055338
IMP,1419,4,Lindeman Ave,Fenfield Ave,Price,Lindeman Ave From Fenfield Ave To Price,2022,Mill & Overlay,Rehabilitation,City,52.0,0.0,0.0,0.0,35119.85,Verified,2022-04-11,2022-04-14 00:00:00,2022-03-09,2022-03-18,SWSC,0,839.9244272074877
IMP,1421,04,Remuda Dr,Harness Ln,Big Rock Dr,Remuda Dr From Harness Ln To Big Rock Dr,2024,Mill & Overlay,Rehabilitation,Contract,35.0,0.0,0.7,30.0,251002.91,Verified,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Joe Longoria (210) 207-7763,Arturo Aguilar: 210-207-7891,1785.1000199765367
IMP,1423,4,Henrietta,Reagan,Nagel,Henrietta From Reagan To Nagel,2022,Mill & Overlay,Rehabilitation,Contract,18.0,0.0,65.0,5.0,84311.5,Verified,2022-06-19,2022-06-26 00:00:00,2022-05-20,2022-06-17,EDWARD SOLANO,0,765.001131654515
IMP,1425,4,Nagel,Harry Dr,Gillette Blvd,Nagel From Harry Dr To Gillette Blvd,2022,Mill & Overlay,Rehabilitation,Contract,16.0,0.0,65.0,5.0,55664.33,Verified,2022-06-27,2022-07-05 00:00:00,2022-05-20,2022-06-17,EDWARD SOLANO,0,552.1561829361585
