SwProjectID,ProjectCategory,CouncilDistrict,ProjectStreet,FromStreet,ToStreet,SideOfStreet,EstTotalCost,FiscalYear,ScheduleStart,ScheduleFinish,ActualStart,ActualFinish,PercentComplete,ProjectType,ProjectManager,Contact,ProjectLength,SidewalkInstalledFeet,ProjectStatus,ProjectLimits,Shape_Length
3184,IMP,8,Ramsgate,Clifton Forge,Stockbridge,West Side,201017.8401,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2425.0,0.0,Additional Funds $10M,Ramsgate - West Side ( Clifton Forge To Stockbridge ) ,2368.26932684583
3185,IMP,10,Encanta,Leonhardt,5347 Encanta,East Side,48072.43,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,580.0,0.0,Additional Funds $10M,Encanta - East Side ( Leonhardt To 5347 Encanta ) ,647.0578102298994
3186,IMP,7,Club Dr,Wilson, Fredericksburg Rd,Both Sides,624566.9392,2016,Not Available,Not Available,Not Available,2016-11-16,0.0,Unknown,Unknown,Unknown,7316.0,0.0,Additional Funds $10M,Club Dr - Both Sides ( Wilson To  Fredericksburg Rd ) ,8550.43299877143
3187,IMP,7,Magnolia W,Kampmann Blvd,Lake Blvd,Both Sides,243304.5075,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2850.0,0.0,Additional Funds $10M,Magnolia W - Both Sides ( Kampmann Blvd To Lake Blvd ) ,2799.936236809195
3188,IMP,5,Hearne,Desoto,Marian,Both Sides,88817.9586,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,893.0,0.0,Additional Funds $10M,Hearne - Both Sides ( Desoto To Marian ) ,1436.4883885763747
3189,IMP,5,Hearne,Nogalitos,Marian,Both Sides,182343.7,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2200.0,0.0,Additional Funds $10M,Hearne - Both Sides ( Nogalitos To Marian ) ,2016.2064791161345
3190,IMP,5,Marian,Cavalier,Hearne,Both Sides,42904.4,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,550.0,0.0,Additional Funds $10M,Marian - Both Sides ( Cavalier To Hearne ) ,516.4640209223346
3192,IMP,5,Cavalier,Garland,Desoto,Both Sides,256938.85,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3100.0,0.0,Additional Funds $10M,Cavalier - Both Sides ( Garland To Desoto ) ,3217.550135206985
3193,IMP,5,Roslyn, Gaynor,Academic,Both Sides,316336.0914,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,4220.0,0.0,Additional Funds $10M,Roslyn - Both Sides (  Gaynor To Academic ) ,4092.294686200237
3200,IMP,4,Fernleaf Ave,Holder,Carmel,Both Sides,122667.58,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1480.0,0.0,Additional Funds $10M,Fernleaf Ave - Both Sides ( Holder To Carmel ) ,1447.0939771636151
3201,IMP,4,Barlite Blvd,Kendalia Ave,SW Military Dr,Both Sides,169082.34,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2040.0,0.0,Additional Funds $10M,Barlite Blvd - Both Sides ( Kendalia Ave To SW Military Dr ) ,1689.9469426057503
3202,IMP,4,Kendalia Ave,Barlite Blvd,Somerset Rd,Both Sides,20720.875,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,250.0,0.0,Additional Funds $10M,Kendalia Ave - Both Sides ( Barlite Blvd To Somerset Rd ) ,423.2977447227791
3203,IMP,6,Ingram Rd south side of Mall,Start at south egres to Access Rd,West then south 292' from corner,south / east,58506.0,2016,Not Available,Not Available,Not Available,2016-10-12,0.0,Unknown,Unknown,Unknown,800.0,0.0,Completed,From existing sidewalk on south side of Ingram at egress to access road and going west to intersection of Wurzbach and Ingram then south on east side of Ingram Rd to meet existing sidewalk approx. 292' from corner.,823.1637764801004
3207,IMP,6,Village Parkway,Cottage Park,Ledgeside,north,14626.5,2016,Not Available,Not Available,Not Available,2016-10-28,0.0,Unknown,Unknown,Unknown,200.0,0.0,Unknown,Village Parkway - north ( Cottage Park To Ledgeside ) ,238.05544097210117
3210,IMP,3,White W,Ramsdell St,Flores St S,Both Sides,176707.622,2016,Not Available,Not Available,Not Available,2017-10-13,0.0,Unknown,Unknown,Unknown,2132.0,0.0,Additional Funds $10M,White W - Both Sides ( Ramsdell St To Flores St S ) ,3545.466824560818
3213,IMP,2,Elmhurst,New Braunfels N,Broadway,South Side,162257.0,2016,Not Available,Not Available,Not Available,2016-10-21,0.0,Unknown,Unknown,Unknown,1600.0,0.0,Additional Funds $10M,Elmhurst - South Side ( New Braunfels N To Broadway ) ,1608.079577869299
3214,IMP,2,Kay Ann,WW White S,Susanwood Dr,Both Sides,76813.5025,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1150.0,0.0,Additional Funds $10M,Kay Ann - Both Sides ( WW White S To Susanwood Dr ) ,1139.0343006872097
3215,IMP,2,Nolan,St Johns,New Braunfels N,Both Sides,69244.7763,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,650.0,0.0,Additional Funds $10M,Nolan - Both Sides ( St Johns To New Braunfels N ) ,1409.392915451816
3217,IMP,1,Elsmere Place,Grant,Flores,Both Sides,265227.2,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3200.0,0.0,Additional Funds $10M,Elsmere Place - Both Sides ( Grant To Flores ) ,4758.456787707689
3218,IMP,1,Brookview,Dresden,Burwood,East Side,157478.65,2016,Not Available,Not Available,Not Available,2017-09-29,0.0,Unknown,Unknown,Unknown,1900.0,0.0,Additional Funds $10M,Brookview - East Side ( Dresden To Burwood ) ,2561.31690659685
3219,IMP,1,Allena,Burwood,Schmeltzer,East Side,103604.375,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1250.0,0.0,Additional Funds $10M,Allena - East Side ( Burwood To Schmeltzer ) ,1411.1794525981868
3220,IMP,1,Gilbert,Allena,Brookview,Both Sides,144500.0,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1700.0,0.0,Baseline,Gilbert - Both Sides ( Allena To Brookview ) ,1611.0685735650611
3221,IMP,1,Santa Paula,Clower,IH 10 W Access Rd,Both Sides,22792.9625,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,275.0,0.0,Additional Funds $10M,Santa Paula - Both Sides ( Clower To IH 10 W Access Rd ) ,455.35089014558
3222,IMP,1,Capitol,El Monte,Hermaine,East Side,80750.0,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,950.0,0.0,Baseline,Capitol - East Side ( El Monte To Hermaine ) ,848.530693241479
3223,IMP,1,West Ave,Jackson-Keller,IH 10 Access Rd,Both Sides,406031.64,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3470.0,0.0,Additional Funds $10M,West Ave - Both Sides ( Jackson-Keller To IH 10 Access Rd ) ,5081.297240645517
3227,IMP,8,Parksite Woods,Walnut Woods,Shavano Woods,East Side,33153.4,2016,Not Available,Not Available,Not Available,2018-01-31,0.0,Unknown,Unknown,Unknown,283.0,0.0,Additional Funds $10M,Parksite Woods - East Side ( Walnut Woods To Shavano Woods ) ,263.08157183744356
3228,IMP,6,Shady Grove,Crestfield,Military,North Side,14919.03,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,180.0,0.0,Completed,Shady Grove - North Side ( Crestfield To Military ) ,1686.8818652719615
3229,IMP,9,Horse Creek St,15714 Horse Creek,15714 Horse Creek,East Side,17551.8,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,20.0,0.0,Additional Funds $10M,Horse Creek St - East Side ( 15714 Horse Creek To 15714 Horse Creek ) ,1769.0379066231512
3230,IMP,10,Bellcrest Dr,14303 Bellcrest Dr,14306 Bellcrest Dr,West Side,11701.2,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,166.0,0.0,Additional Funds $10M,on Bellcrest Dr from 14303 Bellcrest Dr to the back side of 14306 Begonia,3817.4309483625234
3237,IMP,6,Westover Hills,Hunt Lane,Rogers Rd,North Side,109699.0,2016,Not Available,Not Available,Not Available,2016-10-13,0.0,Unknown,Unknown,Unknown,1510.0,0.0,Completed,Westover Hills - North Side ( Hunt Lane To Rogers Rd ) ,2182.5162967657207
3238,IMP,3,New Braunfels Ave S,Koehler,Pecan Valley,South Side,225029.0,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3040.0,0.0,Additional Funds $10M,New Braunfels Ave S - South Side ( Koehler To Pecan Valley ) ,2194.0040148950343
3283,IMP,10,El Charro,Nacogdoches Rd,Los Indios,Both Sides,159000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2262.0,0.0,Additional $10 Million,El Charro - Both Sides ( Nacogdoches Rd To Los Indios ) ,1572.1584412777606
3302,IMP,4,Five Palms Dr,Lackland AFB Fence-Line,Lelani Place,West Side,50000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,452.0,0.0,Additional $10 Million,Five Palms Dr - West Side ( Lackland AFB Fence-Line To Lelani Place ) ,2483.239371717525
3303,IMP,4,Plum Crk,Five Forks,Caney Crk,Both sides,45000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,439.0,0.0,Baseline,Plum Crk - Both sides ( Five Forks To Caney Crk ) ,1298.88609552371
3305,IMP,10,Ghent Dr,Bob White Dr,Nacogdoches Rd,Both Sides,267000.0,2016,Not Available,Not Available,Not Available,2017-01-31,0.0,Unknown,Unknown,Unknown,1570.0,0.0,Unknown,Ghent Dr - Both Sides ( Bob White Dr To Nacogdoches Rd ) ,2759.9338992509197
3307,IMP,6,Vormis View,Ingram Rd,Loska Green,Both Sides,15000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,300.0,0.0,Additional $10 Million,Vormis View - Both Sides ( Ingram Rd To Loska Green ) ,1892.696910202302
3308,IMP,3,Anton Dr,Goliad Rd,Belford,Both Sides,373000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,4174.0,0.0,Additional $10 Million,Anton Dr - Both Sides ( Goliad Rd To Belford ) ,5500.218876905119
3310,IMP,9,Bitters Rd W,Old Bitters Rd,Racquet Club,South Side,78000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,644.0,0.0,Additional $10 Million,Bitters Rd W - South Side ( Old Bitters Rd To Racquet Club ) ,2150.326549431768
3311,IMP,9,Stonehaven Dr,Litchfield Dr,Burwick,South Side,79000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,830.0,0.0,Additional $10 Million,Stonehaven Dr - South Side ( Litchfield Dr To Burwick ) ,1190.0013472617902
3312,IMP,9,Fabulous,West Ave,Mt Boracho,South Side,128000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,865.0,0.0,Additional $10 Million,Fabulous - South Side ( West Ave To Mt Boracho ) ,1516.3502975370202
3319,IMP,1,Ashby Place W,N Flores St, San Pedro,South Side,96434.5,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,950.0,0.0,Additional $10 Million,Ashby Place W - South Side ( N Flores St To  San Pedro ) ,2683.6975720241817
3342,IMP,6,Genova,Jewett,Lance St,Both Sides,113814.99683856964,2016,Not Available,Not Available,Not Available,2017-01-31,0.0,Unknown,Unknown,Unknown,1300.0,0.0,Unknown,Genova - Both Sides ( Jewett To Lance St ) ,1431.157252639833
3346,IMP,6,Potranco Rd,Richland Hills Dr,W Military Dr,Both Sides,263000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,5357.0,0.0,Additional $10 Million,Potranco Rd - Both Sides ( Richland Hills Dr To W Military Dr ) ,5065.8268684556015
3347,IMP,5,Wilcox Ave,Crittendon,Dead End,Both Sides,277455.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2443.0,0.0,Additional $10 Million,Wilcox Ave - Both Sides ( Crittendon To Dead End ) ,2726.015868405927
3350,IMP,4,Greencastle Dr,Seacomber,Mai Kai Dr,Both Sides,78000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,735.0,0.0,Additional $10 Million,Greencastle Dr - Both Sides ( Seacomber To Mai Kai Dr ) ,1601.7913849828033
3351,IMP,3,Bascum Blvd,Baltzell Ave,Ashley Rd,West Side,87000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,963.0,0.0,Additional $10 Million,Bascum Blvd - West Side ( Baltzell Ave To Ashley Rd ) ,1229.107939690266
3352,IMP,3,Ashley Rd,Heather Ct,Leah Dr,North Side,45000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,497.0,0.0,Additional $10 Million,Ashley Rd - North Side ( Heather Ct To Leah Dr ) ,1907.1143555155609
3354,IMP,3,Yett Ave,Ashley Rd,Bernard Dr,North Side,12000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,127.0,0.0,Additional $10 Million,Yett Ave - North Side ( Ashley Rd To Bernard Dr ) ,374.0541124076322
3359,IMP,10,Wahada,Lovelace Dr,MacArthur View,East Side,110500.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1081.0,0.0,Additional $10 Million,SW,1983.3232011888872
3362,IMP,10,La Barranca St,El Sendero,Madrigal,North Side,105000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1165.0,0.0,Baseline,La Barranca St - North Side ( El Sendero To Madrigal ) ,1639.3844253904806
3363,IMP,10,La Bahia,El Gusto,El Sendero,West Side,46800.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,520.0,0.0,Baseline,La Bahia - West Side ( El Gusto To El Sendero ) ,1373.6337760206195
3367,IMP,1,Minter,Ruiz St,Perez St,Both Sides,136000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1500.0,0.0,Additional $10 Million,Minter - Both Sides ( Ruiz St To Perez St ) ,1559.6089802873876
3368,IMP,1,Sadie St,Eager Dr,Labor St,Both Sides,69128.31,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,681.0,0.0,Additional $10 Million,Sadie St - Both Sides ( Eager Dr To Labor St ) ,1452.8339483180744
3375,IMP,9,Baltic Dr,Silver Oaks,Larkspur,Both Sides,165562.81,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1631.0,0.0,Baseline,Baltic Dr - Both Sides ( Silver Oaks To Larkspur ) ,2332.7115691188756
3381,IMP,2,Dashiell St,S Cherry,S Hackberry St,Both Sides,125000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1270.0,0.0,Additional $10 Million,Dashiell St - Both Sides ( S Cherry To S Hackberry St ) ,2317.5252004538197
3385,IMP,2,Lakefront,Us Hwy 87 E,Lake Altair,West Side,144500.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1100.0,0.0,Additional $10 Million,Lakefront - West Side ( Us Hwy 87 E To Lake Altair ) ,1877.2002475184988
3386,IMP,2,Lake Crystal,Lakefront,Lake Cv,East Side,51500.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,275.0,0.0,Additional $10 Million,Lake Crystal - East Side ( Lakefront To Lake Cv ) ,1837.5240434934265
3388,IMP,8,Big Meadows Ln,Stockbridge Ln,Clifton Forge Dr,South Side,220590.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2322.0,0.0,Additional $10 Million,Big Meadows Ln - South Side ( Stockbridge Ln To Clifton Forge Dr ) ,3050.5995892663514
3391,IMP,8,Horizon Hill Blvd,Medical Dr,Fountainhead Dr,South Side,14293.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,137.0,0.0,new,Horizon Hill Blvd - South Side ( Medical Dr To Fountainhead Dr ) ,2916.6593427102275
3392,IMP,8,Horizon Hill Blvd,Fountainhead Dr,Midhorizon Dr,East Side,23892.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,229.0,0.0,new,Horizon Hill Blvd - East Side ( Fountainhead Dr To Midhorizon Dr ) ,227.98092296096604
3393,IMP,3,Rigsby Ave,S Mittman St,S Walters St,South Side,60000.0,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,633.0,0.0,Replace existing sidewalk,Rigsby Ave - South Side ( S Mittman St To S Walters St ) ,617.1969473386508
3411,IMP,6,Military Dr W,Betty Levy,1000' to the West,North Side,31000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1000.0,0.0,Unknown,Military Dr W - North Side ( Betty Levy To 1000' to the West ) ,2834.831224198007
3541,IMP,7,White Tail,Silvertip Dr,Magnum,East Side,51300.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,570.0,0.0,Unknown,White Tail - East Side ( Silvertip Dr To Magnum ) ,569.9854018540613
3554,IMP,10,Hilton Head,Scarsdale,Tamarron,Both Sides,188000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2400.0,0.0,Unknown,Hilton Head - Both Sides ( Scarsdale To Tamarron ) ,2428.008159211183
3571,IMP,6,Brownleaf Dr,Park Field,Pleasant Park,North Side,92610.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1029.0,0.0,concurrence memo 7/25/2017,Brownleaf Dr - North Side ( Park Field To Pleasant Park ) ,2303.7556732428116
3572,IMP,2,Gawain Dr,Ray Bon Dr,Dead End,South Side,95000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,968.0,0.0,Unknown,Gawain Dr - South Side ( Ray Bon Dr To Dead End ) ,960.820042526022
3581,IMP,7,Ozark,Williamsburg,Coyle Place,Both Sides,198000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1141.0,0.0,Unknown,Maverick Elementary,1140.5263838148214
3592,IMP,9,West Ave,Silver Oaks, Afterglow,Both Sides,632590.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3500.0,0.0,Unknown,West Ave - Both Sides ( Silver Oaks To  Afterglow ) ,3172.0889911312406
3600,IMP,2,Thorman Pl,N New Braunfels Ave,Avenel,North Side,66396.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,748.0,0.0,Unknown,Thorman Pl - North Side ( N New Braunfels Ave To Avenel ) ,739.50069670214
3666,IMP,3,Pecan Valley,Goliad Rd,W Palfrey Ave,East Side,43200.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,480.0,0.0,Unknown,Pecan Valley - East Side ( Goliad Rd To W Palfrey Ave ) ,480.1594682706445
3744,IMP,3,Goliad Rd,Coney Ave,Pecan Valley Dr,West side,48000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,485.26,0.0,Unknown,Goliad Rd - West side ( Coney Ave To Pecan Valley Dr ) ,477.0473799216686
20163225,IMP,6,Potranco,Culebra,Ingram,Both Sides,363283.256,2016,Not Available,Not Available,Not Available,2016-11-30,0.0,Unknown,Unknown,Unknown,4657.0,0.0,Unknown,Potranco - Both Sides ( Culebra To Ingram ) ,4835.182473574699
2704,IMP,1,Texas Ave,N Zarzamora,Dead End,Both Sides,239000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2476.0,0.0,Baseline,Texas Ave - Both Sides ( N Zarzamora To Dead End ) ,1874.8278020833732
2712,IMP,10,Bretton Rdg,Applewood,Perrin Beitel,Both Sides,336389.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3950.0,0.0,Unknown,Bretton Rdg - Both Sides ( Applewood To Perrin Beitel ) ,3899.408591204628
2713,IMP,10,New Braunfels Ave  N,Edgehill Dr,100' N of Crownhill Blvd,Even Side,41229.0,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,445.0,0.0,Baseline,New Braunfels Ave  N - Even Side ( Edgehill Dr To 100' N of Crownhill Blvd ) ,740.8175965526702
2716,IMP,10,Rocky Crk,Fox Crk,Cloudy Ridge,Odd Side,21000.0,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,350.0,0.0,Baseline,Rocky Crk - Odd Side ( Fox Crk To Cloudy Ridge ) ,589.697755102901
2717,IMP,2,Gulf St,N New Braunfels Ave,Walters,Both Sides,582000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,4581.0,0.0,Additional $10 Million,On Gulf from New Braunfels to Walters,4406.920005184281
2719,IMP,2,Pershing Ave,Broadway,Northview,Even Side,114000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1300.0,0.0,Unknown,Pershing Ave - Even Side ( Broadway To Northview ) ,802.8676418350269
2721,IMP,3,Halliday Ave,Broadbent Ave,Standfield,Both Sides,142000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1500.0,0.0,Additional $10 Million,Halliday Ave - Both Sides ( Broadbent Ave To Standfield ) ,1203.1284405400916
2723,IMP,3,Koehler Ct,S New Braunfels Ave,Hillje St,Both Sides,137000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1305.0,0.0,Baseline,Koehler Ct - Both Sides ( S New Braunfels Ave To Hillje St ) ,1283.862154275305
2728,IMP,4,Bynum Ave,SW Military Dr,Price,Even Side,59000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,728.0,0.0,Unknown,Bynum Ave - Even Side ( SW Military Dr To Price ) ,388.6889725591593
2729,IMP,4,Five Palms Dr,Windyhill,Lackland AFB Fence-Line,East Side,95000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1175.0,0.0,Baseline,Five Palms Dr - East Side ( Windyhill To Lackland AFB Fence-Line ) ,874.0252158039941
2731,IMP,4,Royalgate Dr,W Miliary Dr,Knoll Krest Dr,Both Sides,85000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,859.0,0.0,Baseline,Royalgate Dr - Both Sides ( W Miliary Dr To Knoll Krest Dr ) ,1310.522368650238
2741,IMP,6,Caen,Rue de Lis,Mirecourt,Even Side,14080.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,320.0,0.0,Completed,Caen - Even Side ( Rue de Lis To Mirecourt ) ,293.58388355393856
2742,IMP,6,Ingram Rd,Crown Haven,Pipers Crk,Both Sides,88000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,660.0,0.0,Additional $10 Million,Ingram Rd - Both Sides ( Crown Haven To Pipers Crk ) ,649.7123314201707
2744,IMP,6,Old US Hwy 90 W,W Durango Blvd,SW 37th St,Even Side,175000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1590.0,0.0,Additional $10 Million,Old US Hwy 90 W - Even Side ( W Durango Blvd To SW 37th St ) ,1191.546791317311
2746,IMP,6,Renwick Dr,US Hwy 90 W Access Rd,W Military Dr,Odd Side,51040.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1010.0,0.0,Completed,Renwick Dr - Odd Side ( US Hwy 90 W Access Rd To W Military Dr ) ,961.7116364054132
2747,IMP,6,Rue de Lis,Beaudine Ave,Caen,Even Side,13200.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,200.0,0.0,Completed,Rue de Lis - Even Side ( Beaudine Ave To Caen ) ,161.23752154162523
2749,IMP,6,Military Dr  W,Renwick Dr,Westfield Blvd,Even Side,64240.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,200.0,0.0,Completed,Military Dr  W - Even Side ( Renwick Dr To Westfield Blvd ) ,278.9429045006709
2753,IMP,7,McNeel Rd,St. Cloud,Babcock Rd,Both Sides,306000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,4650.0,0.0,Additional $10 Million,McNeel Rd - Both Sides ( St. Cloud To Babcock Rd ) ,2099.760698881271
2754,IMP,7,Timberhill Dr,Brookport,Grissom,East  Side,108000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1550.0,0.0,Baseline,Timberhill Dr - East  Side ( Brookport To Grissom ) ,349.07542815114164
2759,IMP,8,Floyd Curl,Le Fite Dr,Charles Katz Dr,Both Sides,158000.0,2016,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1525.0,0.0,Baseline TAPS,Floyd Curl - Both Sides ( Le Fite Dr To Charles Katz Dr ) ,1505.870146445551
2761,IMP,8,Medical Dr,Fairhaven St,Fredericksburg Dr,Odd Side,9000.0,2015,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,179.0,0.0,Unknown,Medical Dr - Odd Side ( Fairhaven St To Fredericksburg Dr ) ,79.72714362519245
2887,IMP,1,Blanco Rd,W Mulberry Ave,W Summit,West Side,183000.0,2017,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,722.0,0.0,Additional $10 Million,Blanco Rd - West Side ( W Mulberry Ave To W Summit ) ,558.531533959818
2890,IMP,3,Cosgrove St,Clark Ave,Anita St,Both Sides,198121.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2040.0,0.0,Adopted 14-18 IMP,Cosgrove St - Both Sides ( Clark Ave To Anita St ) ,1876.2433236700645
2891,IMP,3,Hallie Ave,Hiawatha,Vanderbilt,Both Sides,186638.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1921.76,0.0,Adopted 14-18 IMP,Hallie Ave - Both Sides ( Hiawatha To Vanderbilt ) ,1921.755987277644
2892,IMP,8,Clifton Forge Dr,Spotswood,Big Meadows,Both Sides,313498.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3228.0,0.0,Adopted 14-18 IMP,Clifton Forge Dr - Both Sides ( Spotswood To Big Meadows ) ,3462.379756866526
2893,IMP,8,Huebner Oaks,Huebner Rd,IH 10 W,Even Side,54688.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,560.0,0.0,Adopted 14-18 IMP,Huebner Oaks - Even Side ( Huebner Rd To IH 10 W ) ,555.1274381748084
2894,IMP,8,USAA Blvd,Huebner Rd,Fredericksburg Rd,Both Sides,281731.0,2014,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3140.0,0.0,Adopted 14-18 IMP,USAA Blvd - Both Sides ( Huebner Rd To Fredericksburg Rd ) ,2478.693014373587
